,X,Y,Z,          U-U1,          U-U2,          U-U3,S11,S22,S12
2,50.0,50.0,0.0,   32.2299E-45,   32.2299E-45,           -0.,-2.11063e-05,-2.11064e-05,-3.75496e-05
5,49.0,50.0,0.0,   4.45473E-42,   8.35314E-42,            0.,-0.00103982,-0.00347146,-0.00121791
6,48.0,50.0,0.0,  -2.14118E-42,   612.367E-45,           -0.,-0.00355843,-0.0118969,-0.00183612
11,47.0,50.0,0.0,  -17.1014E-42,  -28.6467E-42,           -0.,-0.00664676,-0.0222295,-0.00188207
12,46.0,50.0,0.0,  -39.2812E-42,  -84.1956E-42,           -0.,-0.00964324,-0.0322296,-0.00168171
17,45.0,50.0,0.0,  -66.4552E-42,  -164.019E-42,           -0.,-0.0122837,-0.0410204,-0.00140243
20,44.0,50.0,0.0,  -96.4388E-42,  -262.409E-42,           -0.,-0.0144963,-0.0483731,-0.00115313
21,43.0,50.0,0.0,  -127.584E-42,  -372.808E-42,           -0.,-0.0163154,-0.0544124,-0.000980242
26,42.0,50.0,0.0,  -158.847E-42,  -489.489E-42,           -0.,-0.0178118,-0.0593794,-0.000891638
27,41.0,50.0,0.0,  -189.667E-42,  -608.168E-42,           -0.,-0.0190612,-0.0635286,-0.000875866
32,40.0,50.0,0.0,  -219.806E-42,  -725.989E-42,           -0.,-0.0201277,-0.0670736,-0.000912625
35,39.0,50.0,0.0,  -249.207E-42,  -841.250E-42,           -0.,-0.0210606,-0.0701774,-0.000982154
36,38.0,50.0,0.0,  -277.894E-42,  -953.054E-42,           -0.,-0.0218947,-0.0729553,-0.00106755
41,37.0,50.0,0.0,  -305.926E-42,  -1.06101E-39,           -0.,-0.0226541,-0.0754859,-0.00115652
42,36.0,50.0,0.0,  -333.349E-42,  -1.16504E-39,           -0.,-0.0233547,-0.0778216,-0.00124072
47,35.0,50.0,0.0,  -360.200E-42,  -1.26519E-39,           -0.,-0.0240069,-0.0799967,-0.00131516
50,34.0,50.0,0.0,  -386.496E-42,  -1.36160E-39,           -0.,-0.0246177,-0.082034,-0.00137727
51,33.0,50.0,0.0,  -412.241E-42,  -1.45441E-39,           -0.,-0.0251917,-0.0839488,-0.00142611
56,32.0,50.0,0.0,  -437.422E-42,  -1.54374E-39,           -0.,-0.0257323,-0.0857519,-0.0014618
57,31.0,50.0,0.0,  -462.028E-42,  -1.62973E-39,           -0.,-0.0262418,-0.0874516,-0.00148506
62,30.0,50.0,0.0,  -486.035E-42,  -1.71248E-39,           -0.,-0.0267223,-0.0890541,-0.00149694
65,29.0,50.0,0.0,  -509.421E-42,  -1.79206E-39,           -0.,-0.0271752,-0.0905647,-0.00149861
66,28.0,50.0,0.0,  -532.168E-42,  -1.86855E-39,           -0.,-0.0276019,-0.0919881,-0.00149125
71,27.0,50.0,0.0,  -554.253E-42,  -1.94200E-39,           -0.,-0.0280038,-0.0933284,-0.00147599
72,26.0,50.0,0.0,  -575.660E-42,  -2.01247E-39,           -0.,-0.0283819,-0.0945896,-0.00145384
77,25.0,50.0,0.0,  -596.374E-42,  -2.08000E-39,           -0.,-0.0287374,-0.0957751,-0.00142573
80,24.0,50.0,0.0,  -616.382E-42,  -2.14462E-39,           -0.,-0.0290713,-0.0968885,-0.00139246
81,23.0,50.0,0.0,  -635.675E-42,  -2.20639E-39,           -0.,-0.0293844,-0.0979329,-0.00135474
86,22.0,50.0,0.0,  -654.244E-42,  -2.26533E-39,           -0.,-0.0296779,-0.0989114,-0.00131318
87,21.0,50.0,0.0,  -672.084E-42,  -2.32147E-39,           -0.,-0.0299524,-0.0998269,-0.0012683
92,20.0,50.0,0.0,  -689.189E-42,  -2.37484E-39,           -0.,-0.0302089,-0.100682,-0.00122054
95,19.0,50.0,0.0,  -705.561E-42,  -2.42548E-39,           -0.,-0.030448,-0.10148,-0.0011703
96,18.0,50.0,0.0,  -721.196E-42,  -2.47342E-39,           -0.,-0.0306707,-0.102222,-0.0011179
101,17.0,50.0,0.0,  -736.095E-42,  -2.51869E-39,           -0.,-0.0308774,-0.102912,-0.00106362
102,16.0,50.0,0.0,  -750.258E-42,  -2.56130E-39,           -0.,-0.031069,-0.103551,-0.00100769
107,15.0,50.0,0.0,  -763.687E-42,  -2.60130E-39,           -0.,-0.031246,-0.104141,-0.000950326
110,14.0,50.0,0.0,  -776.384E-42,  -2.63870E-39,           -0.,-0.0314089,-0.104684,-0.000891702
111,13.0,50.0,0.0,  -788.351E-42,  -2.67354E-39,           -0.,-0.0315584,-0.105182,-0.000831969
116,12.0,50.0,0.0,  -799.589E-42,  -2.70583E-39,           -0.,-0.0316948,-0.105637,-0.000771261
117,11.0,50.0,0.0,  -810.100E-42,  -2.73559E-39,           -0.,-0.0318187,-0.106051,-0.000709695
122,10.0,50.0,0.0,  -819.890E-42,  -2.76285E-39,           -0.,-0.0319304,-0.106423,-0.000647375
125,9.0,50.0,0.0,  -828.956E-42,  -2.78763E-39,           -0.,-0.0320304,-0.106757,-0.000584394
126,8.0,50.0,0.0,  -837.301E-42,  -2.80994E-39,           -0.,-0.0321189,-0.107052,-0.000520836
131,7.0,50.0,0.0,  -844.926E-42,  -2.82979E-39,           -0.,-0.0321963,-0.10731,-0.000456779
132,6.0,50.0,0.0,  -851.831E-42,  -2.84721E-39,           -0.,-0.0322629,-0.107532,-0.000392294
137,5.0,50.0,0.0,  -858.015E-42,  -2.86219E-39,           -0.,-0.0323188,-0.107719,-0.000327449
140,4.0,50.0,0.0,  -863.480E-42,  -2.87475E-39,           -0.,-0.0323643,-0.10787,-0.000262308
141,3.0,50.0,0.0,  -868.222E-42,  -2.88489E-39,           -0.,-0.0323996,-0.107988,-0.000196934
146,2.0,50.0,0.0,  -872.238E-42,  -2.89262E-39,           -0.,-0.0324246,-0.108071,-0.000131385
147,1.0,50.0,0.0,  -875.528E-42,  -2.89794E-39,           -0.,-0.0324396,-0.108121,-6.57213e-05
152,0.0,50.0,0.0,  -878.089E-42,  -2.90084E-39,           -0.,-0.0324446,-0.108138,-9.09495e-13
155,-1.0,50.0,0.0,  -879.912E-42,  -2.90133E-39,           -0.,-0.0324396,-0.108121,6.57213e-05
156,-2.0,50.0,0.0,  -880.996E-42,  -2.89939E-39,           -0.,-0.0324246,-0.108071,0.000131385
161,-3.0,50.0,0.0,  -881.334E-42,  -2.89501E-39,           -0.,-0.0323996,-0.107988,0.000196934
162,-4.0,50.0,0.0,  -880.918E-42,  -2.88820E-39,           -0.,-0.0323643,-0.10787,0.000262308
167,-5.0,50.0,0.0,  -879.742E-42,  -2.87892E-39,           -0.,-0.0323188,-0.107719,0.000327449
170,-6.0,50.0,0.0,  -877.797E-42,  -2.86717E-39,           -0.,-0.0322629,-0.107532,0.000392294
171,-7.0,50.0,0.0,  -875.074E-42,  -2.85293E-39,           -0.,-0.0321963,-0.10731,0.000456779
176,-8.0,50.0,0.0,  -871.563E-42,  -2.83617E-39,           -0.,-0.0321189,-0.107052,0.000520836
177,-9.0,50.0,0.0,  -867.251E-42,  -2.81686E-39,           -0.,-0.0320304,-0.106757,0.000584394
182,-10.0,50.0,0.0,  -862.128E-42,  -2.79499E-39,           -0.,-0.0319304,-0.106423,0.000647375
185,-11.0,50.0,0.0,  -856.178E-42,  -2.77053E-39,           -0.,-0.0318187,-0.106051,0.000709695
186,-12.0,50.0,0.0,  -849.390E-42,  -2.74344E-39,           -0.,-0.0316948,-0.105637,0.000771261
191,-13.0,50.0,0.0,  -841.745E-42,  -2.71368E-39,           -0.,-0.0315584,-0.105182,0.000831968
192,-14.0,50.0,0.0,  -833.225E-42,  -2.68122E-39,           -0.,-0.0314089,-0.104684,0.000891702
197,-15.0,50.0,0.0,  -823.812E-42,  -2.64601E-39,           -0.,-0.031246,-0.104141,0.000950326
200,-16.0,50.0,0.0,  -813.486E-42,  -2.60802E-39,           -0.,-0.031069,-0.103551,0.00100769
201,-17.0,50.0,0.0,  -802.221E-42,  -2.56719E-39,           -0.,-0.0308774,-0.102912,0.00106362
206,-18.0,50.0,0.0,  -789.992E-42,  -2.52348E-39,           -0.,-0.0306707,-0.102222,0.0011179
207,-19.0,50.0,0.0,  -776.768E-42,  -2.47681E-39,           -0.,-0.030448,-0.10148,0.0011703
212,-20.0,50.0,0.0,  -762.519E-42,  -2.42714E-39,           -0.,-0.0302089,-0.100682,0.00122054
215,-21.0,50.0,0.0,  -747.207E-42,  -2.37439E-39,           -0.,-0.0299524,-0.0998269,0.0012683
216,-22.0,50.0,0.0,  -730.790E-42,  -2.31849E-39,           -0.,-0.0296779,-0.0989114,0.00131318
221,-23.0,50.0,0.0,  -713.222E-42,  -2.25935E-39,           -0.,-0.0293844,-0.0979329,0.00135474
222,-24.0,50.0,0.0,  -694.448E-42,  -2.19688E-39,           -0.,-0.0290713,-0.0968885,0.00139246
227,-25.0,50.0,0.0,  -674.409E-42,  -2.13098E-39,           -0.,-0.0287374,-0.0957751,0.00142573
230,-26.0,50.0,0.0,  -653.035E-42,  -2.06152E-39,           -0.,-0.0283819,-0.0945896,0.00145384
231,-27.0,50.0,0.0,  -630.247E-42,  -1.98837E-39,           -0.,-0.0280038,-0.0933284,0.00147599
236,-28.0,50.0,0.0,  -605.956E-42,  -1.91138E-39,           -0.,-0.0276019,-0.0919881,0.00149125
237,-29.0,50.0,0.0,  -580.066E-42,  -1.83037E-39,           -0.,-0.0271752,-0.0905647,0.00149861
242,-30.0,50.0,0.0,  -552.466E-42,  -1.74516E-39,           -0.,-0.0267223,-0.0890541,0.00149694
245,-31.0,50.0,0.0,  -523.042E-42,  -1.65552E-39,           -0.,-0.0262418,-0.0874516,0.00148506
246,-32.0,50.0,0.0,  -491.675E-42,  -1.56123E-39,           -0.,-0.0257323,-0.0857519,0.0014618
251,-33.0,50.0,0.0,  -458.255E-42,  -1.46203E-39,           -0.,-0.0251917,-0.0839488,0.00142611
252,-34.0,50.0,0.0,  -422.693E-42,  -1.35771E-39,           -0.,-0.0246177,-0.082034,0.00137727
257,-35.0,50.0,0.0,  -384.949E-42,  -1.24806E-39,           -0.,-0.0240069,-0.0799967,0.00131516
260,-36.0,50.0,0.0,  -345.067E-42,  -1.13301E-39,           -0.,-0.0233547,-0.0778216,0.00124072
261,-37.0,50.0,0.0,  -303.231E-42,  -1.01266E-39,           -0.,-0.0226541,-0.0754859,0.00115652
266,-38.0,50.0,0.0,  -259.832E-42,  -887.452E-42,           -0.,-0.0218947,-0.0729553,0.00106755
267,-39.0,50.0,0.0,  -215.549E-42,  -758.369E-42,           -0.,-0.0210606,-0.0701774,0.000982154
272,-40.0,50.0,0.0,  -171.432E-42,  -627.150E-42,           -0.,-0.0201277,-0.0670736,0.000912625
275,-41.0,50.0,0.0,  -128.956E-42,  -496.587E-42,           -0.,-0.0190612,-0.0635286,0.000875866
276,-42.0,50.0,0.0,  -89.9928E-42,  -370.739E-42,           -0.,-0.0178118,-0.0593794,0.000891638
281,-43.0,50.0,0.0,  -56.6349E-42,  -254.969E-42,           -0.,-0.0163154,-0.0544124,0.000980242
282,-44.0,50.0,0.0,  -30.8033E-42,  -155.541E-42,           -0.,-0.0144963,-0.0483731,0.00115313
287,-45.0,50.0,0.0,  -13.6136E-42,  -78.5372E-42,           -0.,-0.0122837,-0.0410204,0.00140243
290,-46.0,50.0,0.0,  -4.63690E-42,  -27.8760E-42,           -0.,-0.00964324,-0.0322296,0.00168171
291,-47.0,50.0,0.0,  -1.48958E-42,  -2.79419E-42,           -0.,-0.00664676,-0.0222295,0.00188207
296,-48.0,50.0,0.0,  -451.218E-45,   3.88440E-42,           -0.,-0.00355843,-0.0118969,0.00183612
297,-49.0,50.0,0.0,   732.879E-45,   2.43265E-42,           -0.,-0.00103982,-0.00347146,0.00121791
302,-50.0,50.0,0.0,  -32.2299E-45,   32.2299E-45,           -0.,-2.11063e-05,-2.11064e-05,3.75496e-05
305,50.0,49.0,0.0,   8.35314E-42,   4.45473E-42,            0.,-0.00347146,-0.00103982,-0.00121791
306,49.0,49.0,0.0,   1.44147E-06,   1.44147E-06,  -432.832E-06,-0.00345425,-0.00345425,-0.00418513
311,48.0,49.0,0.0,   1.93259E-06,   2.75038E-06,  -1.53632E-03,-0.00373595,-0.00927052,-0.00649318
312,47.0,49.0,0.0,   1.20069E-06,   2.16353E-06,  -2.92357E-03,-0.00489382,-0.0165253,-0.00715949
317,46.0,49.0,0.0,  -258.002E-09,  -3.00263E-06,  -4.33217E-03,-0.00667153,-0.0237875,-0.00689407
320,45.0,49.0,0.0,  -1.42541E-06,  -13.8789E-06,  -5.65269E-03,-0.00851659,-0.0301861,-0.00627409
321,44.0,49.0,0.0,  -1.45860E-06,  -30.1148E-06,  -6.84755E-03,-0.0101924,-0.0354175,-0.00559816
326,43.0,49.0,0.0,   26.0789E-09,  -50.4870E-06,  -7.91681E-03,-0.0115899,-0.0395106,-0.00501151
327,42.0,49.0,0.0,   2.97966E-06,  -73.5273E-06,  -8.87545E-03,-0.0126923,-0.042628,-0.00455872
332,41.0,49.0,0.0,   7.08022E-06,  -97.9091E-06,  -9.74210E-03,-0.0135306,-0.0449793,-0.0042346
335,40.0,49.0,0.0,   11.8980E-06,  -122.610E-06,  -10.5339E-03,-0.0141522,-0.0467544,-0.00401325
336,39.0,49.0,0.0,   17.0130E-06,  -146.934E-06,  -11.2646E-03,-0.0146077,-0.0481098,-0.00386481
341,38.0,49.0,0.0,   22.0781E-06,  -170.456E-06,  -11.9448E-03,-0.0149402,-0.0491619,-0.00376322
342,37.0,49.0,0.0,   26.8404E-06,  -192.952E-06,  -12.5821E-03,-0.0151841,-0.0499945,-0.00368853
347,36.0,49.0,0.0,   31.1375E-06,  -214.330E-06,  -13.1823E-03,-0.0153649,-0.0506652,-0.00362681
350,35.0,49.0,0.0,   34.8813E-06,  -234.580E-06,  -13.7494E-03,-0.0155007,-0.0512132,-0.00356903
351,34.0,49.0,0.0,   38.0392E-06,  -253.738E-06,  -14.2866E-03,-0.0156042,-0.0516654,-0.00350973
356,33.0,49.0,0.0,   40.6169E-06,  -271.860E-06,  -14.7962E-03,-0.0156838,-0.0520402,-0.00344595
357,32.0,49.0,0.0,   42.6435E-06,  -289.008E-06,  -15.2801E-03,-0.0157453,-0.0523506,-0.00337632
362,31.0,49.0,0.0,   44.1616E-06,  -305.245E-06,  -15.7398E-03,-0.0157927,-0.0526061,-0.00330047
365,30.0,49.0,0.0,   45.2196E-06,  -320.631E-06,  -16.1765E-03,-0.0158286,-0.0528142,-0.00321861
366,29.0,49.0,0.0,   45.8669E-06,  -335.219E-06,  -16.5915E-03,-0.015855,-0.0529809,-0.00313127
371,28.0,49.0,0.0,   46.1510E-06,  -349.054E-06,  -16.9855E-03,-0.0158734,-0.0531111,-0.00303909
372,27.0,49.0,0.0,   46.1162E-06,  -362.178E-06,  -17.3595E-03,-0.0158847,-0.0532091,-0.00294278
377,26.0,49.0,0.0,   45.8024E-06,  -374.628E-06,  -17.7143E-03,-0.01589,-0.0532788,-0.00284299
380,25.0,49.0,0.0,   45.2450E-06,  -386.434E-06,  -18.0506E-03,-0.0158899,-0.0533237,-0.00274036
381,24.0,49.0,0.0,   44.4753E-06,  -397.624E-06,  -18.3690E-03,-0.0158852,-0.0533469,-0.00263543
386,23.0,49.0,0.0,   43.5204E-06,  -408.223E-06,  -18.6701E-03,-0.0158766,-0.0533514,-0.00252867
387,22.0,49.0,0.0,   42.4040E-06,  -418.252E-06,  -18.9545E-03,-0.0158644,-0.0533397,-0.0024205
392,21.0,49.0,0.0,   41.1463E-06,  -427.730E-06,  -19.2227E-03,-0.0158494,-0.0533144,-0.00231128
395,20.0,49.0,0.0,   39.7649E-06,  -436.675E-06,  -19.4753E-03,-0.015832,-0.0532776,-0.00220127
396,19.0,49.0,0.0,   38.2750E-06,  -445.102E-06,  -19.7127E-03,-0.0158127,-0.0532315,-0.00209073
401,18.0,49.0,0.0,   36.6895E-06,  -453.025E-06,  -19.9354E-03,-0.0157918,-0.053178,-0.00197985
402,17.0,49.0,0.0,   35.0197E-06,  -460.457E-06,  -20.1437E-03,-0.0157699,-0.0531187,-0.00186877
407,16.0,49.0,0.0,   33.2754E-06,  -467.410E-06,  -20.3380E-03,-0.0157473,-0.0530553,-0.00175763
410,15.0,49.0,0.0,   31.4650E-06,  -473.893E-06,  -20.5188E-03,-0.0157244,-0.0529893,-0.00164652
411,14.0,49.0,0.0,   29.5958E-06,  -479.917E-06,  -20.6863E-03,-0.0157014,-0.0529219,-0.0015355
416,13.0,49.0,0.0,   27.6745E-06,  -485.491E-06,  -20.8409E-03,-0.0156788,-0.0528544,-0.00142463
417,12.0,49.0,0.0,   25.7068E-06,  -490.621E-06,  -20.9829E-03,-0.0156568,-0.0527879,-0.00131395
422,11.0,49.0,0.0,   23.6978E-06,  -495.316E-06,  -21.1125E-03,-0.0156356,-0.0527233,-0.00120347
425,10.0,49.0,0.0,   21.6523E-06,  -499.582E-06,  -21.2300E-03,-0.0156155,-0.0526615,-0.00109321
426,9.0,49.0,0.0,   19.5743E-06,  -503.425E-06,  -21.3356E-03,-0.0155966,-0.0526034,-0.000983162
431,8.0,49.0,0.0,   17.4680E-06,  -506.849E-06,  -21.4296E-03,-0.0155793,-0.0525496,-0.000873326
432,7.0,49.0,0.0,   15.3369E-06,  -509.860E-06,  -21.5120E-03,-0.0155636,-0.0525007,-0.000763688
437,6.0,49.0,0.0,   13.1845E-06,  -512.462E-06,  -21.5832E-03,-0.0155497,-0.0524573,-0.000654232
440,5.0,49.0,0.0,   11.0141E-06,  -514.658E-06,  -21.6431E-03,-0.0155378,-0.0524198,-0.000544936
441,4.0,49.0,0.0,   8.82890E-06,  -516.450E-06,  -21.6920E-03,-0.0155278,-0.0523886,-0.000435778
446,3.0,49.0,0.0,   6.63189E-06,  -517.842E-06,  -21.7299E-03,-0.01552,-0.0523641,-0.000326734
447,2.0,49.0,0.0,   4.42611E-06,  -518.834E-06,  -21.7570E-03,-0.0155144,-0.0523464,-0.000217774
452,1.0,49.0,0.0,   2.21451E-06,  -519.430E-06,  -21.7732E-03,-0.015511,-0.0523357,-0.000108873
455,0.0,49.0,0.0,  -510.270E-18,  -519.628E-06,  -21.7786E-03,-0.0155099,-0.0523321,0.0
456,-1.0,49.0,0.0,  -2.21451E-06,  -519.430E-06,  -21.7732E-03,-0.015511,-0.0523357,0.000108873
461,-2.0,49.0,0.0,  -4.42611E-06,  -518.834E-06,  -21.7570E-03,-0.0155144,-0.0523464,0.000217774
462,-3.0,49.0,0.0,  -6.63189E-06,  -517.842E-06,  -21.7299E-03,-0.01552,-0.0523641,0.000326734
467,-4.0,49.0,0.0,  -8.82890E-06,  -516.450E-06,  -21.6920E-03,-0.0155278,-0.0523886,0.000435779
470,-5.0,49.0,0.0,  -11.0141E-06,  -514.658E-06,  -21.6431E-03,-0.0155378,-0.0524198,0.000544936
471,-6.0,49.0,0.0,  -13.1845E-06,  -512.462E-06,  -21.5832E-03,-0.0155497,-0.0524573,0.000654232
476,-7.0,49.0,0.0,  -15.3369E-06,  -509.860E-06,  -21.5120E-03,-0.0155636,-0.0525007,0.000763688
477,-8.0,49.0,0.0,  -17.4680E-06,  -506.849E-06,  -21.4296E-03,-0.0155793,-0.0525496,0.000873326
482,-9.0,49.0,0.0,  -19.5743E-06,  -503.425E-06,  -21.3356E-03,-0.0155966,-0.0526034,0.000983162
485,-10.0,49.0,0.0,  -21.6523E-06,  -499.582E-06,  -21.2300E-03,-0.0156155,-0.0526615,0.00109321
486,-11.0,49.0,0.0,  -23.6978E-06,  -495.316E-06,  -21.1125E-03,-0.0156356,-0.0527233,0.00120347
491,-12.0,49.0,0.0,  -25.7068E-06,  -490.621E-06,  -20.9829E-03,-0.0156568,-0.0527878,0.00131395
492,-13.0,49.0,0.0,  -27.6745E-06,  -485.491E-06,  -20.8409E-03,-0.0156788,-0.0528544,0.00142463
497,-14.0,49.0,0.0,  -29.5958E-06,  -479.917E-06,  -20.6863E-03,-0.0157014,-0.0529219,0.0015355
500,-15.0,49.0,0.0,  -31.4650E-06,  -473.893E-06,  -20.5188E-03,-0.0157244,-0.0529893,0.00164652
501,-16.0,49.0,0.0,  -33.2754E-06,  -467.410E-06,  -20.3380E-03,-0.0157473,-0.0530553,0.00175763
506,-17.0,49.0,0.0,  -35.0197E-06,  -460.457E-06,  -20.1437E-03,-0.0157699,-0.0531187,0.00186877
507,-18.0,49.0,0.0,  -36.6895E-06,  -453.025E-06,  -19.9354E-03,-0.0157918,-0.053178,0.00197985
512,-19.0,49.0,0.0,  -38.2750E-06,  -445.102E-06,  -19.7127E-03,-0.0158127,-0.0532315,0.00209073
515,-20.0,49.0,0.0,  -39.7649E-06,  -436.675E-06,  -19.4753E-03,-0.015832,-0.0532776,0.00220127
516,-21.0,49.0,0.0,  -41.1463E-06,  -427.730E-06,  -19.2227E-03,-0.0158494,-0.0533144,0.00231128
521,-22.0,49.0,0.0,  -42.4040E-06,  -418.252E-06,  -18.9545E-03,-0.0158644,-0.0533397,0.0024205
522,-23.0,49.0,0.0,  -43.5204E-06,  -408.223E-06,  -18.6701E-03,-0.0158766,-0.0533514,0.00252867
527,-24.0,49.0,0.0,  -44.4753E-06,  -397.624E-06,  -18.3690E-03,-0.0158852,-0.0533469,0.00263543
530,-25.0,49.0,0.0,  -45.2450E-06,  -386.434E-06,  -18.0506E-03,-0.0158899,-0.0533237,0.00274036
531,-26.0,49.0,0.0,  -45.8024E-06,  -374.628E-06,  -17.7143E-03,-0.01589,-0.0532788,0.00284299
536,-27.0,49.0,0.0,  -46.1162E-06,  -362.178E-06,  -17.3595E-03,-0.0158847,-0.0532091,0.00294278
537,-28.0,49.0,0.0,  -46.1510E-06,  -349.054E-06,  -16.9855E-03,-0.0158734,-0.0531111,0.00303909
542,-29.0,49.0,0.0,  -45.8669E-06,  -335.219E-06,  -16.5915E-03,-0.015855,-0.0529809,0.00313127
545,-30.0,49.0,0.0,  -45.2196E-06,  -320.631E-06,  -16.1765E-03,-0.0158286,-0.0528142,0.00321861
546,-31.0,49.0,0.0,  -44.1616E-06,  -305.245E-06,  -15.7398E-03,-0.0157927,-0.0526061,0.00330047
551,-32.0,49.0,0.0,  -42.6435E-06,  -289.008E-06,  -15.2801E-03,-0.0157453,-0.0523506,0.00337632
552,-33.0,49.0,0.0,  -40.6169E-06,  -271.860E-06,  -14.7962E-03,-0.0156838,-0.0520402,0.00344595
557,-34.0,49.0,0.0,  -38.0392E-06,  -253.738E-06,  -14.2866E-03,-0.0156042,-0.0516654,0.00350973
560,-35.0,49.0,0.0,  -34.8813E-06,  -234.580E-06,  -13.7494E-03,-0.0155007,-0.0512132,0.00356903
561,-36.0,49.0,0.0,  -31.1375E-06,  -214.330E-06,  -13.1823E-03,-0.0153649,-0.0506652,0.00362681
566,-37.0,49.0,0.0,  -26.8404E-06,  -192.952E-06,  -12.5821E-03,-0.0151841,-0.0499945,0.00368853
567,-38.0,49.0,0.0,  -22.0781E-06,  -170.456E-06,  -11.9448E-03,-0.0149402,-0.0491619,0.00376322
572,-39.0,49.0,0.0,  -17.0130E-06,  -146.934E-06,  -11.2646E-03,-0.0146077,-0.0481098,0.00386481
575,-40.0,49.0,0.0,  -11.8980E-06,  -122.610E-06,  -10.5339E-03,-0.0141522,-0.0467544,0.00401325
576,-41.0,49.0,0.0,  -7.08022E-06,  -97.9091E-06,  -9.74210E-03,-0.0135306,-0.0449793,0.0042346
581,-42.0,49.0,0.0,  -2.97966E-06,  -73.5273E-06,  -8.87545E-03,-0.0126923,-0.042628,0.00455872
582,-43.0,49.0,0.0,  -26.0789E-09,  -50.4870E-06,  -7.91681E-03,-0.0115899,-0.0395106,0.00501151
587,-44.0,49.0,0.0,   1.45860E-06,  -30.1148E-06,  -6.84755E-03,-0.0101924,-0.0354175,0.00559816
590,-45.0,49.0,0.0,   1.42541E-06,  -13.8789E-06,  -5.65269E-03,-0.00851659,-0.0301861,0.00627409
591,-46.0,49.0,0.0,   258.002E-09,  -3.00263E-06,  -4.33217E-03,-0.00667153,-0.0237875,0.00689407
596,-47.0,49.0,0.0,  -1.20069E-06,   2.16353E-06,  -2.92357E-03,-0.00489382,-0.0165253,0.00715949
597,-48.0,49.0,0.0,  -1.93259E-06,   2.75038E-06,  -1.53632E-03,-0.00373595,-0.00927052,0.00649318
602,-49.0,49.0,0.0,  -1.44147E-06,   1.44147E-06,  -432.832E-06,-0.00345425,-0.00345425,0.00418513
605,-50.0,49.0,0.0,  -8.35314E-42,   4.45473E-42,            0.,-0.00347146,-0.00103982,0.00121791
606,50.0,48.0,0.0,   612.367E-45,  -2.14118E-42,           -0.,-0.0118969,-0.00355843,-0.00183612
611,49.0,48.0,0.0,   2.75038E-06,   1.93259E-06,  -1.53632E-03,-0.00927052,-0.00373595,-0.00649318
612,48.0,48.0,0.0,   10.9583E-06,   10.9583E-06,  -5.36408E-03,-0.00499165,-0.00499165,-0.00999819
617,47.0,48.0,0.0,   22.0991E-06,   26.3088E-06,  -10.1692E-03,-0.00268826,-0.00726364,-0.0112919
620,46.0,48.0,0.0,   33.5177E-06,   42.8306E-06,  -15.1144E-03,-0.00200003,-0.00984241,-0.0112219
621,45.0,48.0,0.0,   44.3398E-06,   55.6359E-06,  -19.7804E-03,-0.00220223,-0.0121409,-0.0104697
626,44.0,48.0,0.0,   54.7382E-06,   62.2980E-06,  -24.0070E-03,-0.00273458,-0.0138174,-0.00949046
627,43.0,48.0,0.0,   65.0630E-06,   62.6991E-06,  -27.7714E-03,-0.00328345,-0.0147841,-0.00853575
632,42.0,48.0,0.0,   75.4557E-06,   58.1157E-06,  -31.1157E-03,-0.00368342,-0.015082,-0.00771332
635,41.0,48.0,0.0,   85.8041E-06,   50.2911E-06,  -34.1032E-03,-0.00387937,-0.0148207,-0.00705052
636,40.0,48.0,0.0,   95.8421E-06,   40.8518E-06,  -36.7971E-03,-0.00387567,-0.0141259,-0.00653236
641,39.0,48.0,0.0,   105.264E-06,   31.0477E-06,  -39.2515E-03,-0.0037047,-0.0131148,-0.00612962
642,38.0,48.0,0.0,   113.803E-06,   21.7085E-06,  -41.5092E-03,-0.00340707,-0.0118842,-0.00581135
647,37.0,48.0,0.0,   121.269E-06,   13.3090E-06,  -43.6026E-03,-0.0030205,-0.0105088,-0.00555153
650,36.0,48.0,0.0,   127.554E-06,   6.06375E-06,  -45.5560E-03,-0.00257611,-0.00904373,-0.00533028
651,35.0,48.0,0.0,   132.625E-06,   17.4069E-09,  -47.3873E-03,-0.00209742,-0.00752792,-0.00513358
656,34.0,48.0,0.0,   136.502E-06,  -4.88543E-06,  -49.1101E-03,-0.00160138,-0.00598883,-0.004952
657,33.0,48.0,0.0,   139.247E-06,  -8.75173E-06,  -50.7346E-03,-0.00109974,-0.00444554,-0.00477948
662,32.0,48.0,0.0,   140.944E-06,  -11.7091E-06,  -52.2690E-03,-0.000600399,-0.00291145,-0.00461231
665,31.0,48.0,0.0,   141.689E-06,  -13.8876E-06,  -53.7198E-03,-0.00010858,-0.00139612,-0.00444831
666,30.0,48.0,0.0,   141.580E-06,  -15.4100E-06,  -55.0922E-03,0.000372349,9.34754e-05,-0.00428625
671,29.0,48.0,0.0,   140.713E-06,  -16.3869E-06,  -56.3909E-03,0.00084024,0.00155208,-0.00412555
672,28.0,48.0,0.0,   139.181E-06,  -16.9159E-06,  -57.6197E-03,0.00129374,0.00297562,-0.00396594
677,27.0,48.0,0.0,   137.065E-06,  -17.0814E-06,  -58.7821E-03,0.00173203,0.00436087,-0.00380737
680,26.0,48.0,0.0,   134.440E-06,  -16.9553E-06,  -59.8813E-03,0.00215458,0.00570521,-0.00364989
681,25.0,48.0,0.0,   131.373E-06,  -16.5991E-06,  -60.9199E-03,0.0025611,0.00700646,-0.0034936
