,X,Y,Z,          U-U1,          U-U2,          U-U3,S11,S22,S12
8423,-30.0,23.0,0.0,  -8.16022E-03,   5.00273E-03,  -844.952E-03,0.0486876,0.0375713,0.00717064
8424,-31.0,23.0,0.0,  -8.20632E-03,   4.68008E-03,  -816.040E-03,0.0490193,0.0361636,0.00722155
8429,-32.0,23.0,0.0,  -8.21471E-03,   4.35358E-03,  -785.580E-03,0.0493533,0.034739,0.00724119
8430,-33.0,23.0,0.0,  -8.18142E-03,   4.02469E-03,  -753.520E-03,0.0496879,0.0333042,0.0072272
8435,-34.0,23.0,0.0,  -8.10221E-03,   3.69502E-03,  -719.809E-03,0.050021,0.0318663,0.0071774
8438,-35.0,23.0,0.0,  -7.97256E-03,   3.36630E-03,  -684.396E-03,0.0503505,0.0304331,0.00708986
8439,-36.0,23.0,0.0,  -7.78767E-03,   3.04038E-03,  -647.231E-03,0.0506739,0.0290131,0.00696296
8444,-37.0,23.0,0.0,  -7.54250E-03,   2.71921E-03,  -608.266E-03,0.0509883,0.0276151,0.00679552
8445,-38.0,23.0,0.0,  -7.23176E-03,   2.40482E-03,  -567.456E-03,0.05129,0.0262482,0.00658686
8450,-39.0,23.0,0.0,  -6.84994E-03,   2.09932E-03,  -524.755E-03,0.0515733,0.0249212,0.00633703
8453,-40.0,23.0,0.0,  -6.39140E-03,   1.80486E-03,  -480.124E-03,0.0518281,0.0236417,0.00604694
8454,-41.0,23.0,0.0,  -5.85049E-03,   1.52361E-03,  -433.529E-03,0.0520337,0.0224142,0.00571884
8459,-42.0,23.0,0.0,  -5.22182E-03,   1.25777E-03,  -384.947E-03,0.0521437,0.021235,0.00535688
8460,-43.0,23.0,0.0,  -4.50094E-03,   1.00955E-03,  -334.379E-03,0.0520505,0.0200818,0.00496852
8465,-44.0,23.0,0.0,  -3.68594E-03,   781.252E-06,  -281.872E-03,0.051497,0.0188866,0.00456585
8468,-45.0,23.0,0.0,  -2.78148E-03,   575.324E-06,  -227.594E-03,0.0498633,0.0174723,0.00416892
8469,-46.0,23.0,0.0,  -1.80840E-03,   394.613E-06,  -171.985E-03,0.0456437,0.0153964,0.00380374
8474,-47.0,23.0,0.0,  -826.688E-06,   242.693E-06,  -116.154E-03,0.0351684,0.0115706,0.00349301
8475,-48.0,23.0,0.0,   15.3952E-06,   124.137E-06,  -62.8258E-03,0.00947277,0.00332547,0.00318494
8480,-49.0,23.0,0.0,   408.223E-06,   43.5204E-06,  -18.6701E-03,-0.0533514,-0.0158766,0.00252867
8483,-50.0,23.0,0.0,   2.20639E-39,  -635.675E-42,           -0.,-0.0979329,-0.0293844,0.00135474
8484,50.0,22.0,0.0,  -2.26533E-39,  -654.244E-42,           -0.,-0.0989114,-0.0296779,-0.00131318
8489,49.0,22.0,0.0,  -418.252E-06,   42.4040E-06,  -18.9545E-03,-0.0533397,-0.0158644,-0.0024205
8490,48.0,22.0,0.0,  -14.6277E-06,   120.064E-06,  -63.6974E-03,0.0106351,0.00368318,-0.00303275
8495,47.0,22.0,0.0,   843.876E-06,   233.660E-06,  -117.616E-03,0.0364587,0.011958,-0.00331959
8498,46.0,22.0,0.0,   1.84175E-03,   378.825E-06,  -174.007E-03,0.0468493,0.0157423,-0.00361208
8499,45.0,22.0,0.0,   2.83029E-03,   551.290E-06,  -230.165E-03,0.0509805,0.0177699,-0.0039568
8504,44.0,22.0,0.0,   3.75007E-03,   747.764E-06,  -285.005E-03,0.0525591,0.019141,-0.00433146
8505,43.0,22.0,0.0,   4.58065E-03,   965.646E-06,  -338.098E-03,0.0530857,0.0202976,-0.00471165
8510,42.0,22.0,0.0,   5.31748E-03,   1.20269E-03,  -389.284E-03,0.05317,0.0214147,-0.00507885
8513,41.0,22.0,0.0,   5.96237E-03,   1.45681E-03,  -438.516E-03,0.0530615,0.0225584,-0.00542204
8514,40.0,22.0,0.0,   6.51957E-03,   1.72596E-03,  -485.791E-03,0.0528629,0.0237506,-0.00573439
8519,39.0,22.0,0.0,   6.99423E-03,   2.00811E-03,  -531.132E-03,0.0526179,0.0249947,-0.00601209
8520,38.0,22.0,0.0,   7.39176E-03,   2.30123E-03,  -574.566E-03,0.0523455,0.0262867,-0.00625298
8525,37.0,22.0,0.0,   7.71758E-03,   2.60333E-03,  -616.131E-03,0.0520551,0.0276193,-0.00645607
8528,36.0,22.0,0.0,   7.97698E-03,   2.91242E-03,  -655.866E-03,0.0517517,0.0289842,-0.00662115
8529,35.0,22.0,0.0,   8.17508E-03,   3.22658E-03,  -693.812E-03,0.0514386,0.0303726,-0.00674864
8534,34.0,22.0,0.0,   8.31677E-03,   3.54396E-03,  -730.014E-03,0.0511185,0.0317761,-0.00683942
8535,33.0,22.0,0.0,   8.40674E-03,   3.86279E-03,  -764.517E-03,0.0507937,0.0331865,-0.00689479
8540,32.0,22.0,0.0,   8.44941E-03,   4.18138E-03,  -797.368E-03,0.0504661,0.0345962,-0.00691634
8543,31.0,22.0,0.0,   8.44899E-03,   4.49820E-03,  -828.613E-03,0.0501378,0.0359979,-0.00690592
8544,30.0,22.0,0.0,   8.40939E-03,   4.81178E-03,  -858.302E-03,0.0498105,0.0373854,-0.00686556
8549,29.0,22.0,0.0,   8.33430E-03,   5.12083E-03,  -886.482E-03,0.0494857,0.0387526,-0.00679741
8550,28.0,22.0,0.0,   8.22715E-03,   5.42414E-03,  -913.203E-03,0.0491651,0.0400944,-0.00670368
8555,27.0,22.0,0.0,   8.09111E-03,   5.72066E-03,  -938.510E-03,0.0488499,0.0414062,-0.00658661
8558,26.0,22.0,0.0,   7.92914E-03,   6.00944E-03,  -962.454E-03,0.0485413,0.0426839,-0.00644838
8559,25.0,22.0,0.0,   7.74392E-03,   6.28967E-03,  -985.079E-03,0.0482404,0.0439241,-0.00629115
8564,24.0,22.0,0.0,   7.53795E-03,   6.56066E-03,      -1.00643,0.0479481,0.0451238,-0.00611695
8565,23.0,22.0,0.0,   7.31348E-03,   6.82180E-03,      -1.02656,0.0476652,0.0462806,-0.00592773
8570,22.0,22.0,0.0,   7.07260E-03,   7.07260E-03,      -1.04550,0.0473924,0.0473924,-0.00572528
8573,21.0,22.0,0.0,   6.81717E-03,   7.31267E-03,      -1.06330,0.0471301,0.0484575,-0.00551128
8574,20.0,22.0,0.0,   6.54890E-03,   7.54169E-03,      -1.07999,0.0468789,0.0494746,-0.00528724
8579,19.0,22.0,0.0,   6.26931E-03,   7.75943E-03,      -1.09563,0.0466391,0.0504427,-0.00505456
8580,18.0,22.0,0.0,   5.97980E-03,   7.96570E-03,      -1.11023,0.046411,0.051361,-0.00481445
8585,17.0,22.0,0.0,   5.68159E-03,   8.16040E-03,      -1.12385,0.0461949,0.052229,-0.00456805
8588,16.0,22.0,0.0,   5.37579E-03,   8.34347E-03,      -1.13651,0.0459908,0.0530463,-0.0043163
8589,15.0,22.0,0.0,   5.06340E-03,   8.51489E-03,      -1.14824,0.0457991,0.0538127,-0.00406008
8594,14.0,22.0,0.0,   4.74528E-03,   8.67467E-03,      -1.15908,0.0456196,0.0545282,-0.00380013
8595,13.0,22.0,0.0,   4.42223E-03,   8.82285E-03,      -1.16905,0.0454526,0.0551929,-0.00353708
8600,12.0,22.0,0.0,   4.09494E-03,   8.95951E-03,      -1.17817,0.045298,0.0558068,-0.0032715
8601,11.0,22.0,0.0,   3.76400E-03,   9.08472E-03,      -1.18648,0.0451558,0.0563702,-0.00300384
8606,10.0,22.0,0.0,   3.42996E-03,   9.19858E-03,      -1.19399,0.0450261,0.0568832,-0.0027345
8607,9.0,22.0,0.0,   3.09330E-03,   9.30120E-03,      -1.20073,0.0449089,0.0573463,-0.00246382
8612,8.0,22.0,0.0,   2.75442E-03,   9.39267E-03,      -1.20671,0.044804,0.0577596,-0.00219208
8615,7.0,22.0,0.0,   2.41370E-03,   9.47309E-03,      -1.21194,0.0447116,0.0581235,-0.00191949
8616,6.0,22.0,0.0,   2.07145E-03,   9.54257E-03,      -1.21645,0.0446316,0.0584383,-0.00164625
8621,5.0,22.0,0.0,   1.72796E-03,   9.60120E-03,      -1.22025,0.0445639,0.0587041,-0.00137252
8622,4.0,22.0,0.0,   1.38349E-03,   9.64905E-03,      -1.22334,0.0445086,0.0589212,-0.0010984
8627,3.0,22.0,0.0,   1.03825E-03,   9.68619E-03,      -1.22573,0.0444655,0.0590899,-0.00082402
8630,2.0,22.0,0.0,   692.467E-06,   9.71268E-03,      -1.22744,0.0444348,0.0592102,-0.000549446
8631,1.0,22.0,0.0,   346.322E-06,   9.72856E-03,      -1.22846,0.0444164,0.0592824,-0.000274752
8636,0.0,22.0,0.0,   6.68637E-15,   9.73385E-03,      -1.22880,0.0444103,0.0593065,3.63798e-12
8637,-1.0,22.0,0.0,  -346.322E-06,   9.72856E-03,      -1.22846,0.0444164,0.0592824,0.000274752
8642,-2.0,22.0,0.0,  -692.467E-06,   9.71268E-03,      -1.22744,0.0444348,0.0592102,0.000549445
8645,-3.0,22.0,0.0,  -1.03825E-03,   9.68619E-03,      -1.22573,0.0444655,0.0590899,0.00082402
8646,-4.0,22.0,0.0,  -1.38349E-03,   9.64905E-03,      -1.22334,0.0445086,0.0589212,0.0010984
8651,-5.0,22.0,0.0,  -1.72796E-03,   9.60120E-03,      -1.22025,0.0445639,0.0587041,0.00137252
8652,-6.0,22.0,0.0,  -2.07145E-03,   9.54257E-03,      -1.21645,0.0446316,0.0584382,0.00164625
8657,-7.0,22.0,0.0,  -2.41370E-03,   9.47309E-03,      -1.21194,0.0447116,0.0581235,0.00191949
8660,-8.0,22.0,0.0,  -2.75442E-03,   9.39267E-03,      -1.20671,0.044804,0.0577596,0.00219208
8661,-9.0,22.0,0.0,  -3.09330E-03,   9.30120E-03,      -1.20073,0.0449089,0.0573463,0.00246382
8666,-10.0,22.0,0.0,  -3.42996E-03,   9.19858E-03,      -1.19399,0.0450261,0.0568832,0.0027345
8667,-11.0,22.0,0.0,  -3.76400E-03,   9.08472E-03,      -1.18648,0.0451558,0.0563702,0.00300384
8672,-12.0,22.0,0.0,  -4.09494E-03,   8.95951E-03,      -1.17817,0.045298,0.0558068,0.0032715
8675,-13.0,22.0,0.0,  -4.42223E-03,   8.82285E-03,      -1.16905,0.0454526,0.0551929,0.00353708
8676,-14.0,22.0,0.0,  -4.74528E-03,   8.67467E-03,      -1.15908,0.0456196,0.0545282,0.00380013
8681,-15.0,22.0,0.0,  -5.06340E-03,   8.51489E-03,      -1.14824,0.0457991,0.0538127,0.00406008
8682,-16.0,22.0,0.0,  -5.37579E-03,   8.34347E-03,      -1.13651,0.0459908,0.0530463,0.0043163
8687,-17.0,22.0,0.0,  -5.68159E-03,   8.16040E-03,      -1.12385,0.0461949,0.052229,0.00456805
8690,-18.0,22.0,0.0,  -5.97980E-03,   7.96570E-03,      -1.11023,0.046411,0.051361,0.00481445
8691,-19.0,22.0,0.0,  -6.26931E-03,   7.75943E-03,      -1.09563,0.0466391,0.0504427,0.00505455
8696,-20.0,22.0,0.0,  -6.54890E-03,   7.54169E-03,      -1.07999,0.0468789,0.0494746,0.00528724
8697,-21.0,22.0,0.0,  -6.81717E-03,   7.31267E-03,      -1.06330,0.0471301,0.0484575,0.00551128
8702,-22.0,22.0,0.0,  -7.07260E-03,   7.07260E-03,      -1.04550,0.0473924,0.0473924,0.00572528
8705,-23.0,22.0,0.0,  -7.31348E-03,   6.82180E-03,      -1.02656,0.0476652,0.0462806,0.00592773
8706,-24.0,22.0,0.0,  -7.53795E-03,   6.56066E-03,      -1.00643,0.0479481,0.0451238,0.00611695
8711,-25.0,22.0,0.0,  -7.74392E-03,   6.28967E-03,  -985.079E-03,0.0482404,0.0439241,0.00629115
8712,-26.0,22.0,0.0,  -7.92914E-03,   6.00944E-03,  -962.454E-03,0.0485413,0.0426839,0.00644838
8717,-27.0,22.0,0.0,  -8.09111E-03,   5.72066E-03,  -938.510E-03,0.0488499,0.0414062,0.00658661
8720,-28.0,22.0,0.0,  -8.22715E-03,   5.42414E-03,  -913.203E-03,0.0491651,0.0400944,0.00670368
8721,-29.0,22.0,0.0,  -8.33430E-03,   5.12083E-03,  -886.482E-03,0.0494857,0.0387526,0.00679741
8726,-30.0,22.0,0.0,  -8.40939E-03,   4.81178E-03,  -858.302E-03,0.0498105,0.0373854,0.00686556
8727,-31.0,22.0,0.0,  -8.44899E-03,   4.49820E-03,  -828.613E-03,0.0501378,0.0359979,0.00690592
8732,-32.0,22.0,0.0,  -8.44941E-03,   4.18138E-03,  -797.368E-03,0.0504661,0.0345962,0.00691634
8735,-33.0,22.0,0.0,  -8.40674E-03,   3.86279E-03,  -764.517E-03,0.0507937,0.0331865,0.00689479
8736,-34.0,22.0,0.0,  -8.31677E-03,   3.54396E-03,  -730.014E-03,0.0511185,0.0317761,0.00683942
8741,-35.0,22.0,0.0,  -8.17508E-03,   3.22658E-03,  -693.812E-03,0.0514386,0.0303726,0.00674864
8742,-36.0,22.0,0.0,  -7.97698E-03,   2.91242E-03,  -655.866E-03,0.0517517,0.0289842,0.00662115
8747,-37.0,22.0,0.0,  -7.71758E-03,   2.60333E-03,  -616.131E-03,0.0520551,0.0276193,0.00645607
8750,-38.0,22.0,0.0,  -7.39176E-03,   2.30123E-03,  -574.566E-03,0.0523455,0.0262867,0.00625298
8751,-39.0,22.0,0.0,  -6.99423E-03,   2.00811E-03,  -531.132E-03,0.0526179,0.0249947,0.00601209
8756,-40.0,22.0,0.0,  -6.51957E-03,   1.72596E-03,  -485.791E-03,0.0528629,0.0237506,0.00573439
8757,-41.0,22.0,0.0,  -5.96237E-03,   1.45681E-03,  -438.516E-03,0.0530615,0.0225584,0.00542204
8762,-42.0,22.0,0.0,  -5.31748E-03,   1.20269E-03,  -389.284E-03,0.0531701,0.0214147,0.00507885
8765,-43.0,22.0,0.0,  -4.58065E-03,   965.646E-06,  -338.098E-03,0.0530857,0.0202976,0.00471165
8766,-44.0,22.0,0.0,  -3.75007E-03,   747.764E-06,  -285.005E-03,0.0525591,0.019141,0.00433146
8771,-45.0,22.0,0.0,  -2.83029E-03,   551.290E-06,  -230.165E-03,0.0509805,0.0177699,0.0039568
8772,-46.0,22.0,0.0,  -1.84175E-03,   378.825E-06,  -174.007E-03,0.0468493,0.0157423,0.00361208
8777,-47.0,22.0,0.0,  -843.876E-06,   233.660E-06,  -117.616E-03,0.0364587,0.011958,0.00331959
8780,-48.0,22.0,0.0,   14.6277E-06,   120.064E-06,  -63.6974E-03,0.0106351,0.00368318,0.00303275
8781,-49.0,22.0,0.0,   418.252E-06,   42.4040E-06,  -18.9545E-03,-0.0533397,-0.0158644,0.0024205
8786,-50.0,22.0,0.0,   2.26533E-39,  -654.244E-42,           -0.,-0.0989114,-0.0296779,0.00131318
8787,50.0,21.0,0.0,  -2.32147E-39,  -672.084E-42,           -0.,-0.0998269,-0.0299524,-0.0012683
8792,49.0,21.0,0.0,  -427.730E-06,   41.1463E-06,  -19.2227E-03,-0.0533144,-0.0158494,-0.00231128
8795,48.0,21.0,0.0,  -13.7926E-06,   115.739E-06,  -64.5177E-03,0.0117486,0.00402455,-0.00288207
8796,47.0,21.0,0.0,   860.171E-06,   224.318E-06,  -118.989E-03,0.037687,0.0123256,-0.00314918
8801,46.0,21.0,0.0,   1.87317E-03,   362.721E-06,  -175.902E-03,0.0479955,0.0160703,-0.00342438
8802,45.0,21.0,0.0,   2.87612E-03,   526.970E-06,  -232.573E-03,0.0520439,0.0180529,-0.00374948
8807,44.0,21.0,0.0,   3.81020E-03,   714.034E-06,  -287.936E-03,0.0535714,0.0193845,-0.00410272
8810,43.0,21.0,0.0,   4.65533E-03,   921.535E-06,  -341.575E-03,0.0540734,0.020506,-0.0044612
8811,42.0,21.0,0.0,   5.40707E-03,   1.14742E-03,  -393.337E-03,0.0541497,0.02159,-0.00480783
8816,41.0,21.0,0.0,   6.06715E-03,   1.38977E-03,  -443.174E-03,0.0540423,0.0227012,-0.00513255
8817,40.0,21.0,0.0,   6.63964E-03,   1.64671E-03,  -491.084E-03,0.0538499,0.0238609,-0.00542914
8822,39.0,21.0,0.0,   7.12946E-03,   1.91637E-03,  -537.085E-03,0.0536136,0.0250723,-0.0056941
8825,38.0,21.0,0.0,   7.54183E-03,   2.19686E-03,  -581.204E-03,0.0533511,0.0263316,-0.00592537
8826,37.0,21.0,0.0,   7.88193E-03,   2.48631E-03,  -623.472E-03,0.0530708,0.027632,-0.00612193
8831,36.0,21.0,0.0,   8.15486E-03,   2.78288E-03,  -663.925E-03,0.0527774,0.0289656,-0.00628345
8832,35.0,21.0,0.0,   8.36558E-03,   3.08475E-03,  -702.602E-03,0.0524739,0.0303239,-0.00641015
8837,34.0,21.0,0.0,   8.51885E-03,   3.39015E-03,  -739.542E-03,0.0521626,0.0316989,-0.00650268
8840,33.0,21.0,0.0,   8.61922E-03,   3.69741E-03,  -774.788E-03,0.0518456,0.0330827,-0.00656206
8841,32.0,21.0,0.0,   8.67105E-03,   4.00492E-03,  -808.381E-03,0.051525,0.0344677,-0.0065896
8846,31.0,21.0,0.0,   8.67846E-03,   4.31118E-03,  -840.366E-03,0.0512024,0.035847,-0.00658687
8847,30.0,21.0,0.0,   8.64535E-03,   4.61477E-03,  -870.787E-03,0.0508796,0.0372142,-0.0065556
8852,29.0,21.0,0.0,   8.57536E-03,   4.91442E-03,  -899.691E-03,0.0505582,0.0385633,-0.00649769
8855,28.0,21.0,0.0,   8.47194E-03,   5.20895E-03,  -927.121E-03,0.0502397,0.0398892,-0.0064151
8856,27.0,21.0,0.0,   8.33828E-03,   5.49729E-03,  -953.125E-03,0.0499255,0.0411871,-0.00630982
8861,26.0,21.0,0.0,   8.17734E-03,   5.77851E-03,  -977.747E-03,0.0496168,0.042453,-0.00618386
8862,25.0,21.0,0.0,   7.99188E-03,   6.05178E-03,      -1.00103,0.0493147,0.043683,-0.00603917
8867,24.0,21.0,0.0,   7.78443E-03,   6.31637E-03,      -1.02302,0.0490202,0.0448743,-0.00587765
8870,23.0,21.0,0.0,   7.55732E-03,   6.57168E-03,      -1.04376,0.0487342,0.046024,-0.00570112
8871,22.0,21.0,0.0,   7.31267E-03,   6.81717E-03,      -1.06330,0.0484575,0.0471301,-0.00551128
8876,21.0,21.0,0.0,   7.05243E-03,   7.05243E-03,      -1.08166,0.0481907,0.0481907,-0.00530971
8877,20.0,21.0,0.0,   6.77837E-03,   7.27711E-03,      -1.09890,0.0479343,0.0492042,-0.00509788
8882,19.0,21.0,0.0,   6.49209E-03,   7.49093E-03,      -1.11505,0.047689,0.0501696,-0.00487713
8885,18.0,21.0,0.0,   6.19503E-03,   7.69369E-03,      -1.13015,0.047455,0.051086,-0.00464866
8886,17.0,21.0,0.0,   5.88852E-03,   7.88526E-03,      -1.14422,0.0472327,0.0519526,-0.00441357
8891,16.0,21.0,0.0,   5.57371E-03,   8.06553E-03,      -1.15732,0.0470223,0.0527691,-0.00417282
8892,15.0,21.0,0.0,   5.25166E-03,   8.23446E-03,      -1.16946,0.0468242,0.0535351,-0.00392727
8897,14.0,21.0,0.0,   4.92331E-03,   8.39204E-03,      -1.18068,0.0466384,0.0542504,-0.00367767
8900,13.0,21.0,0.0,   4.58949E-03,   8.53828E-03,      -1.19100,0.0464652,0.0549152,-0.00342468
8901,12.0,21.0,0.0,   4.25096E-03,   8.67323E-03,      -1.20045,0.0463045,0.0555294,-0.00316886
8906,11.0,21.0,0.0,   3.90836E-03,   8.79694E-03,      -1.20906,0.0461566,0.0560932,-0.0029107
8907,10.0,21.0,0.0,   3.56229E-03,   8.90950E-03,      -1.21684,0.0460214,0.0566068,-0.00265062
8912,9.0,21.0,0.0,   3.21326E-03,   9.01099E-03,      -1.22382,0.0458991,0.0570705,-0.00238896
8915,8.0,21.0,0.0,   2.86174E-03,   9.10149E-03,      -1.23002,0.0457895,0.0574844,-0.00212604
8916,7.0,21.0,0.0,   2.50812E-03,   9.18110E-03,      -1.23544,0.0456929,0.0578488,-0.0018621
8921,6.0,21.0,0.0,   2.15276E-03,   9.24989E-03,      -1.24012,0.0456091,0.058164,-0.00159735
8922,5.0,21.0,0.0,   1.79598E-03,   9.30795E-03,      -1.24405,0.0455382,0.0584303,-0.00133197
8927,4.0,21.0,0.0,   1.43807E-03,   9.35535E-03,      -1.24726,0.0454802,0.0586479,-0.0010661
8930,3.0,21.0,0.0,   1.07929E-03,   9.39215E-03,      -1.24974,0.0454351,0.0588168,-0.000799866
8931,2.0,21.0,0.0,   719.872E-06,   9.41840E-03,      -1.25151,0.0454029,0.0589374,-0.000533379
8936,1.0,21.0,0.0,   360.038E-06,   9.43414E-03,      -1.25257,0.0453836,0.0590097,-0.000266729
8937,0.0,21.0,0.0,   5.85303E-15,   9.43938E-03,      -1.25292,0.0453771,0.0590338,1.81899e-12
8942,-1.0,21.0,0.0,  -360.038E-06,   9.43414E-03,      -1.25257,0.0453836,0.0590097,0.000266729
8945,-2.0,21.0,0.0,  -719.872E-06,   9.41840E-03,      -1.25151,0.0454029,0.0589374,0.000533379
8946,-3.0,21.0,0.0,  -1.07929E-03,   9.39215E-03,      -1.24974,0.0454351,0.0588168,0.000799866
8951,-4.0,21.0,0.0,  -1.43807E-03,   9.35535E-03,      -1.24726,0.0454802,0.0586479,0.0010661
8952,-5.0,21.0,0.0,  -1.79598E-03,   9.30795E-03,      -1.24405,0.0455382,0.0584303,0.00133197
8957,-6.0,21.0,0.0,  -2.15276E-03,   9.24989E-03,      -1.24012,0.0456091,0.058164,0.00159735
8960,-7.0,21.0,0.0,  -2.50812E-03,   9.18110E-03,      -1.23544,0.0456929,0.0578488,0.0018621
8961,-8.0,21.0,0.0,  -2.86174E-03,   9.10149E-03,      -1.23002,0.0457895,0.0574844,0.00212604
8966,-9.0,21.0,0.0,  -3.21326E-03,   9.01099E-03,      -1.22382,0.0458991,0.0570705,0.00238896
8967,-10.0,21.0,0.0,  -3.56229E-03,   8.90950E-03,      -1.21684,0.0460214,0.0566068,0.00265062
8972,-11.0,21.0,0.0,  -3.90836E-03,   8.79694E-03,      -1.20906,0.0461566,0.0560932,0.0029107
8975,-12.0,21.0,0.0,  -4.25096E-03,   8.67323E-03,      -1.20045,0.0463045,0.0555294,0.00316886
8976,-13.0,21.0,0.0,  -4.58949E-03,   8.53828E-03,      -1.19100,0.0464652,0.0549152,0.00342468
8981,-14.0,21.0,0.0,  -4.92331E-03,   8.39204E-03,      -1.18068,0.0466384,0.0542504,0.00367767
8982,-15.0,21.0,0.0,  -5.25166E-03,   8.23446E-03,      -1.16946,0.0468242,0.0535351,0.00392727
8987,-16.0,21.0,0.0,  -5.57371E-03,   8.06553E-03,      -1.15732,0.0470223,0.0527691,0.00417282
8990,-17.0,21.0,0.0,  -5.88852E-03,   7.88526E-03,      -1.14422,0.0472327,0.0519526,0.00441357
8991,-18.0,21.0,0.0,  -6.19503E-03,   7.69369E-03,      -1.13015,0.047455,0.051086,0.00464866
8996,-19.0,21.0,0.0,  -6.49209E-03,   7.49093E-03,      -1.11505,0.047689,0.0501696,0.00487713
8997,-20.0,21.0,0.0,  -6.77837E-03,   7.27711E-03,      -1.09890,0.0479343,0.0492042,0.00509788
9002,-21.0,21.0,0.0,  -7.05243E-03,   7.05243E-03,      -1.08166,0.0481907,0.0481907,0.00530971
9005,-22.0,21.0,0.0,  -7.31267E-03,   6.81717E-03,      -1.06330,0.0484575,0.0471301,0.00551128
9006,-23.0,21.0,0.0,  -7.55732E-03,   6.57168E-03,      -1.04376,0.0487342,0.046024,0.00570112
9011,-24.0,21.0,0.0,  -7.78443E-03,   6.31637E-03,      -1.02302,0.0490202,0.0448743,0.00587765
9012,-25.0,21.0,0.0,  -7.99188E-03,   6.05178E-03,      -1.00103,0.0493147,0.043683,0.00603917
9017,-26.0,21.0,0.0,  -8.17734E-03,   5.77851E-03,  -977.747E-03,0.0496168,0.042453,0.00618386
9020,-27.0,21.0,0.0,  -8.33828E-03,   5.49729E-03,  -953.125E-03,0.0499255,0.0411871,0.00630982
9021,-28.0,21.0,0.0,  -8.47194E-03,   5.20895E-03,  -927.121E-03,0.0502397,0.0398892,0.0064151
9026,-29.0,21.0,0.0,  -8.57536E-03,   4.91442E-03,  -899.691E-03,0.0505582,0.0385633,0.00649769
9027,-30.0,21.0,0.0,  -8.64535E-03,   4.61477E-03,  -870.787E-03,0.0508796,0.0372142,0.0065556
9032,-31.0,21.0,0.0,  -8.67846E-03,   4.31118E-03,  -840.366E-03,0.0512024,0.035847,0.00658687
9035,-32.0,21.0,0.0,  -8.67105E-03,   4.00492E-03,  -808.381E-03,0.051525,0.0344677,0.0065896
9036,-33.0,21.0,0.0,  -8.61922E-03,   3.69741E-03,  -774.788E-03,0.0518456,0.0330827,0.00656206
9041,-34.0,21.0,0.0,  -8.51885E-03,   3.39015E-03,  -739.542E-03,0.0521626,0.0316989,0.00650268
9042,-35.0,21.0,0.0,  -8.36558E-03,   3.08475E-03,  -702.602E-03,0.0524739,0.0303239,0.00641015
9047,-36.0,21.0,0.0,  -8.15486E-03,   2.78288E-03,  -663.925E-03,0.0527774,0.0289656,0.00628345
9050,-37.0,21.0,0.0,  -7.88193E-03,   2.48631E-03,  -623.472E-03,0.0530708,0.027632,0.00612193
9051,-38.0,21.0,0.0,  -7.54183E-03,   2.19686E-03,  -581.204E-03,0.0533511,0.0263316,0.00592537
9056,-39.0,21.0,0.0,  -7.12946E-03,   1.91637E-03,  -537.085E-03,0.0536136,0.0250723,0.0056941
9057,-40.0,21.0,0.0,  -6.63964E-03,   1.64671E-03,  -491.084E-03,0.0538499,0.0238609,0.00542914
9062,-41.0,21.0,0.0,  -6.06715E-03,   1.38977E-03,  -443.174E-03,0.0540423,0.0227012,0.00513255
9065,-42.0,21.0,0.0,  -5.40707E-03,   1.14742E-03,  -393.337E-03,0.0541497,0.02159,0.00480783
9066,-43.0,21.0,0.0,  -4.65533E-03,   921.535E-06,  -341.575E-03,0.0540734,0.020506,0.0044612
9071,-44.0,21.0,0.0,  -3.81020E-03,   714.034E-06,  -287.936E-03,0.0535714,0.0193845,0.00410272
9072,-45.0,21.0,0.0,  -2.87612E-03,   526.970E-06,  -232.573E-03,0.0520439,0.0180529,0.00374948
9077,-46.0,21.0,0.0,  -1.87317E-03,   362.721E-06,  -175.902E-03,0.0479955,0.0160703,0.00342438
9080,-47.0,21.0,0.0,  -860.171E-06,   224.318E-06,  -118.989E-03,0.037687,0.0123256,0.00314918
9081,-48.0,21.0,0.0,   13.7926E-06,   115.739E-06,  -64.5177E-03,0.0117486,0.00402455,0.00288207
9086,-49.0,21.0,0.0,   427.730E-06,   41.1463E-06,  -19.2227E-03,-0.0533144,-0.0158494,0.00231128
9087,-50.0,21.0,0.0,   2.32147E-39,  -672.084E-42,           -0.,-0.0998269,-0.0299524,0.0012683
9092,50.0,20.0,0.0,  -2.37484E-39,  -689.189E-42,           -0.,-0.100682,-0.0302089,-0.00122054
9095,49.0,20.0,0.0,  -436.675E-06,   39.7649E-06,  -19.4753E-03,-0.0532776,-0.015832,-0.00220127
9096,48.0,20.0,0.0,  -12.9154E-06,   111.196E-06,  -65.2884E-03,0.0128126,0.0043496,-0.00273292
9101,47.0,20.0,0.0,   875.573E-06,   214.710E-06,  -120.276E-03,0.0388537,0.0126735,-0.0029816
9102,46.0,20.0,0.0,   1.90269E-03,   346.354E-06,  -177.676E-03,0.049083,0.0163807,-0.00324032
9107,45.0,20.0,0.0,   2.91908E-03,   502.422E-06,  -234.825E-03,0.0530537,0.0183216,-0.00354655
9110,44.0,20.0,0.0,   3.86648E-03,   680.125E-06,  -290.676E-03,0.0545341,0.0196169,-0.00387913
9111,43.0,20.0,0.0,   4.72518E-03,   877.284E-06,  -344.824E-03,0.0550135,0.0207063,-0.00421661
