,X,Y,Z,          U-U1,          U-U2,          U-U3,S11,S22,S12
2,50.0,50.0,0.0,      -1.01048,   64.5166E-03,            0.,0.0418089,0.00687014,0.00486847
5,49.0,50.0,1.97102e-06,      -1.01052,   64.5045E-03,   4.40258E-03,0.0453491,0.00497514,0.00509935
6,48.0,50.0,1.07468e-05,      -1.01045,   64.4816E-03,   20.5823E-03,0.0486832,0.0025867,0.00385288
11,47.0,50.0,2.87642e-05,      -1.01008,   64.4606E-03,   50.2146E-03,0.0484185,0.00187247,0.00204924
12,46.0,50.0,5.6269899999999995e-05,      -1.00925,   64.4436E-03,   92.7236E-03,0.0479489,0.00146365,0.00124786
17,45.0,50.0,9.353479999999999e-05,      -1.00781,   64.4315E-03,   147.955E-03,0.0470866,0.00120568,0.000610076
20,44.0,50.0,0.000140508,      -1.00562,   64.4235E-03,   215.472E-03,0.0460521,0.00105354,0.00028496
21,43.0,50.0,0.00019710299999999999,      -1.00255,   64.4186E-03,   294.931E-03,0.0448118,0.000929451,5.27482e-05
26,42.0,50.0,0.000263122,  -998.489E-03,   64.4162E-03,   385.910E-03,0.0434057,0.00084584,-7.0228e-05
27,41.0,50.0,0.00033832400000000004,  -993.351E-03,   64.4152E-03,   487.996E-03,0.0418307,0.000770121,-0.000156037
32,40.0,50.0,0.00042241,  -987.056E-03,   64.4156E-03,   600.739E-03,0.0401,0.000709473,-0.000211328
35,39.0,50.0,0.000515037,  -979.547E-03,   64.4169E-03,   723.670E-03,0.0382171,0.000653042,-0.00026125
36,38.0,50.0,0.000615825,  -970.783E-03,   64.4193E-03,   856.292E-03,0.0361894,0.000602004,-0.000314578
41,37.0,50.0,0.000724354,  -960.741E-03,   64.4225E-03,   998.080E-03,0.0340221,0.000554489,-0.000379609
42,36.0,50.0,0.000840175,  -949.419E-03,   64.4270E-03,       1.14848,0.0317216,0.000508961,-0.00046245
47,35.0,50.0,0.000962805,  -936.832E-03,   64.4325E-03,       1.30693,0.0292943,0.000466338,-0.000564258
50,34.0,50.0,0.00109174,  -923.015E-03,   64.4393E-03,       1.47280,0.0267477,0.00042428,-0.000687022
51,33.0,50.0,0.00122643,  -908.021E-03,   64.4472E-03,       1.64547,0.0240906,0.000383899,-0.000827496
56,32.0,50.0,0.00136634,  -891.923E-03,   64.4561E-03,       1.82428,0.0213334,0.000342901,-0.000983093
57,31.0,50.0,0.00151088,  -874.811E-03,   64.4655E-03,       2.00853,0.018489,0.000301899,-0.00114701
62,30.0,50.0,0.00165945,  -856.792E-03,   64.4749E-03,       2.19752,0.0155728,0.000259091,-0.00131277
65,29.0,50.0,0.00181144,  -837.990E-03,   64.4839E-03,       2.39050,0.0126032,0.000214804,-0.00147134
66,28.0,50.0,0.00196624,  -818.541E-03,   64.4916E-03,       2.58670,0.00960101,0.000168035,-0.00161445
71,27.0,50.0,0.0021232,  -798.597E-03,   64.4977E-03,       2.78534,0.00658958,0.000119247,-0.00173339
72,26.0,50.0,0.00228168,  -778.317E-03,   64.5015E-03,       2.98561,0.00359337,6.83191e-05,-0.00182122
77,25.0,50.0,0.00244103,  -757.867E-03,   64.5028E-03,       3.18671,0.000636922,1.60214e-05,-0.00187248
80,24.0,50.0,0.00260061,  -737.416E-03,   64.5014E-03,       3.38781,-0.00225667,-3.7152e-05,-0.0018844
81,23.0,50.0,0.00275976,  -717.136E-03,   64.4975E-03,       3.58808,-0.00506723,-9.03382e-05,-0.0018567
86,22.0,50.0,0.00291783,  -697.191E-03,   64.4914E-03,       3.78672,-0.00777876,-0.000142942,-0.00179186
87,21.0,50.0,0.00307419,  -677.743E-03,   64.4836E-03,       3.98292,-0.0103802,-0.000194396,-0.00169462
92,20.0,50.0,0.00322819,  -658.940E-03,   64.4748E-03,       4.17590,-0.0128656,-0.000244446,-0.00157155
95,19.0,50.0,0.00337921,  -640.922E-03,   64.4656E-03,       4.36488,-0.0152338,-0.000293037,-0.00143025
96,18.0,50.0,0.00352663,  -623.811E-03,   64.4567E-03,       4.54912,-0.0174873,-0.000340365,-0.00127871
101,17.0,50.0,0.00366986,  -607.715E-03,   64.4484E-03,       4.72791,-0.0196313,-0.000386774,-0.00112451
102,16.0,50.0,0.00380832,  -592.724E-03,   64.4414E-03,       4.90056,-0.0216719,-0.000432691,-0.000974336
107,15.0,50.0,0.00394145,  -578.911E-03,   64.4357E-03,       5.06640,-0.0236148,-0.00047853,-0.000833487
110,14.0,50.0,0.0040687,  -566.330E-03,   64.4315E-03,       5.22480,-0.0254645,-0.000524607,-0.000705706
111,13.0,50.0,0.00418956,  -555.014E-03,   64.4288E-03,       5.37515,-0.0272232,-0.000571083,-0.000593141
116,12.0,50.0,0.00430355,  -544.979E-03,   64.4274E-03,       5.51688,-0.0288908,-0.000617918,-0.000496464
117,11.0,50.0,0.0044102,  -536.222E-03,   64.4271E-03,       5.64944,-0.0304643,-0.000664864,-0.000415119
122,10.0,50.0,0.00450908,  -528.718E-03,   64.4278E-03,       5.77232,-0.0319387,-0.000711471,-0.000347628
125,9.0,50.0,0.00459978,  -522.427E-03,   64.4290E-03,       5.88503,-0.0333073,-0.000757116,-0.000291929
126,8.0,50.0,0.00468196,  -517.288E-03,   64.4307E-03,       5.98714,-0.034562,-0.000801049,-0.000245686
131,7.0,50.0,0.00475526,  -513.223E-03,   64.4326E-03,       6.07823,-0.0356944,-0.000842442,-0.000206564
132,6.0,50.0,0.0048194,  -510.138E-03,   64.4345E-03,       6.15794,-0.0366958,-0.00088044,-0.000172431
137,5.0,50.0,0.00487412,  -507.924E-03,   64.4363E-03,       6.22595,-0.0375581,-0.000914211,-0.000141495
140,4.0,50.0,0.00491919,  -506.457E-03,   64.4378E-03,       6.28198,-0.0382741,-0.000942988,-0.000112372
141,3.0,50.0,0.00495444,  -505.603E-03,   64.4391E-03,       6.32580,-0.0388376,-0.000966103,-8.40975e-05
146,2.0,50.0,0.00497972,  -505.218E-03,   64.4400E-03,       6.35723,-0.0392437,-0.000983014,-5.60887e-05
147,1.0,50.0,0.00499492,  -505.150E-03,   64.4406E-03,       6.37614,-0.0394887,-0.000993323,-2.80739e-05
152,-7.065209999999999e-29,50.0,0.005,  -505.241E-03,   64.4408E-03,       6.38246,-0.0395706,-0.000996786,0.0
155,-1.0,50.0,0.00499492,  -505.332E-03,   64.4406E-03,       6.37614,-0.0394887,-0.000993323,2.80739e-05
156,-2.0,50.0,0.00497972,  -505.263E-03,   64.4400E-03,       6.35723,-0.0392437,-0.000983014,5.60887e-05
161,-3.0,50.0,0.00495444,  -504.878E-03,   64.4391E-03,       6.32580,-0.0388376,-0.000966103,8.40975e-05
162,-4.0,50.0,0.00491919,  -504.025E-03,   64.4378E-03,       6.28198,-0.0382741,-0.000942988,0.000112372
167,-5.0,50.0,0.00487412,  -502.558E-03,   64.4363E-03,       6.22595,-0.0375581,-0.000914211,0.000141495
170,-6.0,50.0,0.0048194,  -500.344E-03,   64.4345E-03,       6.15794,-0.0366958,-0.00088044,0.000172431
171,-7.0,50.0,0.00475526,  -497.259E-03,   64.4326E-03,       6.07823,-0.0356944,-0.000842442,0.000206564
176,-8.0,50.0,0.00468196,  -493.194E-03,   64.4307E-03,       5.98714,-0.034562,-0.000801049,0.000245686
177,-9.0,50.0,0.00459978,  -488.054E-03,   64.4290E-03,       5.88503,-0.0333073,-0.000757116,0.000291929
182,-10.0,50.0,0.00450908,  -481.763E-03,   64.4278E-03,       5.77232,-0.0319387,-0.000711471,0.000347628
185,-11.0,50.0,0.0044102,  -474.260E-03,   64.4271E-03,       5.64944,-0.0304643,-0.000664864,0.000415119
186,-12.0,50.0,0.00430355,  -465.503E-03,   64.4274E-03,       5.51688,-0.0288908,-0.000617918,0.000496464
191,-13.0,50.0,0.00418956,  -455.468E-03,   64.4288E-03,       5.37515,-0.0272232,-0.000571083,0.000593141
192,-14.0,50.0,0.0040687,  -444.152E-03,   64.4315E-03,       5.22480,-0.0254645,-0.000524607,0.000705706
197,-15.0,50.0,0.00394145,  -431.571E-03,   64.4357E-03,       5.06640,-0.0236148,-0.00047853,0.000833487
200,-16.0,50.0,0.00380832,  -417.758E-03,   64.4414E-03,       4.90056,-0.0216719,-0.000432691,0.000974336
201,-17.0,50.0,0.00366986,  -402.767E-03,   64.4484E-03,       4.72791,-0.0196313,-0.000386774,0.00112451
206,-18.0,50.0,0.00352663,  -386.671E-03,   64.4567E-03,       4.54912,-0.0174873,-0.000340365,0.00127871
207,-19.0,50.0,0.00337921,  -369.560E-03,   64.4656E-03,       4.36488,-0.0152338,-0.000293037,0.00143025
212,-20.0,50.0,0.00322819,  -351.541E-03,   64.4748E-03,       4.17590,-0.0128656,-0.000244446,0.00157155
215,-21.0,50.0,0.00307419,  -332.739E-03,   64.4836E-03,       3.98292,-0.0103802,-0.000194396,0.00169462
216,-22.0,50.0,0.00291783,  -313.291E-03,   64.4914E-03,       3.78672,-0.00777876,-0.000142942,0.00179186
221,-23.0,50.0,0.00275976,  -293.346E-03,   64.4975E-03,       3.58808,-0.00506723,-9.03382e-05,0.0018567
222,-24.0,50.0,0.00260061,  -273.066E-03,   64.5014E-03,       3.38781,-0.00225667,-3.7152e-05,0.0018844
227,-25.0,50.0,0.00244103,  -252.615E-03,   64.5028E-03,       3.18671,0.000636922,1.60214e-05,0.00187248
230,-26.0,50.0,0.00228168,  -232.165E-03,   64.5015E-03,       2.98561,0.00359337,6.83191e-05,0.00182122
231,-27.0,50.0,0.0021232,  -211.885E-03,   64.4977E-03,       2.78534,0.00658958,0.000119247,0.00173339
236,-28.0,50.0,0.00196624,  -191.940E-03,   64.4916E-03,       2.58670,0.00960101,0.000168035,0.00161445
237,-29.0,50.0,0.00181144,  -172.492E-03,   64.4839E-03,       2.39050,0.0126032,0.000214804,0.00147134
242,-30.0,50.0,0.00165945,  -153.690E-03,   64.4749E-03,       2.19752,0.0155728,0.000259091,0.00131277
245,-31.0,50.0,0.00151088,  -135.671E-03,   64.4655E-03,       2.00853,0.018489,0.000301899,0.00114701
246,-32.0,50.0,0.00136634,  -118.559E-03,   64.4561E-03,       1.82428,0.0213334,0.000342901,0.000983093
251,-33.0,50.0,0.00122643,  -102.461E-03,   64.4472E-03,       1.64547,0.0240906,0.000383899,0.000827496
252,-34.0,50.0,0.00109174,  -87.4671E-03,   64.4393E-03,       1.47280,0.0267477,0.00042428,0.000687022
257,-35.0,50.0,0.000962805,  -73.6499E-03,   64.4325E-03,       1.30693,0.0292943,0.000466338,0.000564258
260,-36.0,50.0,0.000840175,  -61.0629E-03,   64.4270E-03,       1.14848,0.0317216,0.000508961,0.00046245
261,-37.0,50.0,0.000724354,  -49.7407E-03,   64.4225E-03,   998.080E-03,0.0340221,0.000554489,0.000379609
266,-38.0,50.0,0.000615825,  -39.6991E-03,   64.4193E-03,   856.292E-03,0.0361894,0.000602004,0.000314578
267,-39.0,50.0,0.000515037,  -30.9347E-03,   64.4169E-03,   723.670E-03,0.0382171,0.000653042,0.00026125
272,-40.0,50.0,0.00042241,  -23.4256E-03,   64.4156E-03,   600.739E-03,0.0401,0.000709473,0.000211328
275,-41.0,50.0,0.00033832400000000004,  -17.1310E-03,   64.4152E-03,   487.996E-03,0.0418307,0.000770121,0.000156037
276,-42.0,50.0,0.000263122,  -11.9925E-03,   64.4162E-03,   385.910E-03,0.0434057,0.00084584,7.0228e-05
281,-43.0,50.0,0.00019710299999999999,  -7.93417E-03,   64.4186E-03,   294.931E-03,0.0448118,0.000929451,-5.27482e-05
282,-44.0,50.0,0.000140508,  -4.86259E-03,   64.4235E-03,   215.472E-03,0.0460521,0.00105354,-0.00028496
287,-45.0,50.0,9.353479999999999e-05,  -2.67008E-03,   64.4315E-03,   147.955E-03,0.0470866,0.00120568,-0.000610076
290,-46.0,50.0,5.6269899999999995e-05,  -1.22958E-03,   64.4436E-03,   92.7236E-03,0.0479489,0.00146365,-0.00124786
291,-47.0,50.0,2.87642e-05,  -405.420E-06,   64.4606E-03,   50.2146E-03,0.0484185,0.00187247,-0.00204924
296,-48.0,50.0,1.07468e-05,  -36.3602E-06,   64.4816E-03,   20.5823E-03,0.0486832,0.0025867,-0.00385288
297,-49.0,50.0,1.97102e-06,   35.3063E-06,   64.5045E-03,   4.40258E-03,0.0453491,0.00497514,-0.00509935
302,-50.0,50.0,0.0,  -33.6312E-45,   64.5166E-03,            0.,0.0418089,0.00687014,-0.00486847
305,50.0,49.0,0.0,      -1.01048,   64.5222E-03,            0.,0.0458324,0.0106817,0.00277816
306,49.0,49.0,3.6803500000000003e-06,      -1.01048,   64.5154E-03,   6.30479E-03,0.0463609,0.00845752,0.00336772
311,48.0,49.0,1.4850999999999999e-05,      -1.01033,   64.5009E-03,   24.5743E-03,0.0471242,0.00528576,0.00306586
312,47.0,49.0,3.4555e-05,      -1.00987,   64.4873E-03,   55.1807E-03,0.0470324,0.00392334,0.00176729
317,46.0,49.0,6.348e-05,      -1.00895,   64.4756E-03,   98.4106E-03,0.0463636,0.00322287,0.00104247
320,45.0,49.0,0.000101755,      -1.00743,   64.4671E-03,   153.980E-03,0.0455243,0.00277436,0.00054952
321,44.0,49.0,0.00014945100000000002,      -1.00515,   64.4609E-03,   221.697E-03,0.0444722,0.00248515,0.000267599
326,43.0,49.0,0.00020647,      -1.00200,   64.4569E-03,   301.212E-03,0.0432688,0.00226336,0.000103144
327,42.0,49.0,0.000272659,  -997.878E-03,   64.4543E-03,   392.182E-03,0.0419015,0.0020868,1.63829e-05
332,41.0,49.0,0.000347788,  -992.679E-03,   64.4529E-03,   494.203E-03,0.0403856,0.00193056,-2.79993e-05
335,40.0,49.0,0.00043158,  -986.332E-03,   64.4521E-03,   606.848E-03,0.0387206,0.00178709,-5.23738e-05
336,39.0,49.0,0.00052371,  -978.779E-03,   64.4520E-03,   729.652E-03,0.0369136,0.00165052,-7.21641e-05
341,38.0,49.0,0.0006238109999999999,  -969.979E-03,   64.4525E-03,   862.121E-03,0.0349682,0.00151823,-9.88663e-05
342,37.0,49.0,0.00073148,  -959.912E-03,   64.4537E-03,       1.00373,0.0328901,0.00139002,-0.000139669
347,36.0,49.0,0.000846278,  -948.576E-03,   64.4557E-03,       1.15392,0.0306843,0.00126504,-0.00019996
350,35.0,49.0,0.000967738,  -935.988E-03,   64.4588E-03,       1.31211,0.0283569,0.00114416,-0.000282312
351,34.0,49.0,0.00109536,  -922.184E-03,   64.4627E-03,       1.47769,0.025914,0.00102681,-0.000387649
356,33.0,49.0,0.00122863,  -907.220E-03,   64.4676E-03,       1.65002,0.0233629,0.000913346,-0.00051454
357,32.0,49.0,0.00136699,  -891.169E-03,   64.4733E-03,       1.82843,0.0207123,0.000802818,-0.000659687
362,31.0,49.0,0.00150988,  -874.121E-03,   64.4795E-03,       2.01224,0.0179723,0.000694759,-0.000817726
365,30.0,49.0,0.00165671,  -856.184E-03,   64.4859E-03,       2.20071,0.0151554,0.000587909,-0.000981675
366,29.0,49.0,0.0018069,  -837.480E-03,   64.4920E-03,       2.39313,0.0122762,0.000481392,-0.00114329
371,28.0,49.0,0.00195981,  -818.145E-03,   64.4974E-03,       2.58872,0.00935206,0.000374092,-0.00129372
372,27.0,49.0,0.00211483,  -798.327E-03,   64.5016E-03,       2.78671,0.00640232,0.000265337,-0.00142428
377,26.0,49.0,0.00227133,  -778.180E-03,   64.5042E-03,       2.98631,0.00344788,0.000154582,-0.00152721
380,25.0,49.0,0.00242868,  -757.869E-03,   64.5051E-03,       3.18671,0.000510162,4.16962e-05,-0.00159646
381,24.0,49.0,0.00258622,  -737.557E-03,   64.5041E-03,       3.38712,-0.00239007,-7.32746e-05,-0.00162821
386,23.0,49.0,0.00274332,  -717.410E-03,   64.5014E-03,       3.58672,-0.005234,-0.000190072,-0.00162126
387,22.0,49.0,0.00289934,  -697.591E-03,   64.4971E-03,       3.78471,-0.00800577,-0.000308418,-0.00157706
392,21.0,49.0,0.00305366,  -678.256E-03,   64.4918E-03,       3.98030,-0.0106933,-0.000428068,-0.00149949
395,20.0,49.0,0.00320563,  -659.552E-03,   64.4858E-03,       4.17271,-0.0132885,-0.000548899,-0.00139437
396,19.0,49.0,0.00335466,  -641.616E-03,   64.4796E-03,       4.36119,-0.0157871,-0.000670921,-0.00126883
401,18.0,49.0,0.00350013,  -624.568E-03,   64.4738E-03,       4.54498,-0.0181876,-0.000794242,-0.00113062
402,17.0,49.0,0.00364145,  -608.518E-03,   64.4687E-03,       4.72338,-0.0204907,-0.000919006,-0.000987334
407,16.0,49.0,0.00377806,  -593.556E-03,   64.4646E-03,       4.89569,-0.0226982,-0.0010453,-0.000845873
410,15.0,49.0,0.0039094,  -579.755E-03,   64.4617E-03,       5.06125,-0.0248113,-0.00117306,-0.000711939
411,14.0,49.0,0.00403494,  -567.171E-03,   64.4600E-03,       5.21941,-0.0268305,-0.00130199,-0.000589773
416,13.0,49.0,0.00415417,  -555.839E-03,   64.4596E-03,       5.36957,-0.0287545,-0.00143153,-0.000482054
417,12.0,49.0,0.00426662,  -545.778E-03,   64.4602E-03,       5.51113,-0.0305803,-0.0015608,-0.000389968
422,11.0,49.0,0.00437182,  -536.983E-03,   64.4616E-03,       5.64356,-0.0323027,-0.00168862,-0.000313405
425,10.0,49.0,0.00446936,  -529.434E-03,   64.4637E-03,       5.76632,-0.0339151,-0.00181357,-0.00025124
426,9.0,49.0,0.00455883,  -523.090E-03,   64.4663E-03,       5.87894,-0.0354096,-0.00193401,-0.000201651
431,8.0,49.0,0.00463989,  -517.892E-03,   64.4691E-03,       5.98097,-0.0367775,-0.00204818,-0.000162439
432,7.0,49.0,0.00471219,  -513.762E-03,   64.4719E-03,       6.07199,-0.0380099,-0.00215425,-0.00013131
437,6.0,49.0,0.00477546,  -510.609E-03,   64.4746E-03,       6.15165,-0.0390981,-0.00225044,-0.000106094
440,5.0,49.0,0.00482943,  -508.322E-03,   64.4770E-03,       6.21961,-0.0400337,-0.00233503,-8.49119e-05
441,4.0,49.0,0.00487389,  -506.779E-03,   64.4791E-03,       6.27560,-0.0408097,-0.0024065,-6.62551e-05
446,3.0,49.0,0.00490865,  -505.847E-03,   64.4807E-03,       6.31939,-0.0414198,-0.00246352,-4.90176e-05
447,2.0,49.0,0.00493358,  -505.382E-03,   64.4819E-03,       6.35080,-0.0418591,-0.00250504,-3.24699e-05
452,1.0,49.0,0.00494858,  -505.232E-03,   64.4827E-03,       6.36970,-0.0421241,-0.00253026,-1.61955e-05
455,3.33576e-29,49.0,0.00495359,  -505.241E-03,   64.4829E-03,       6.37601,-0.0422127,-0.00253873,0.0
456,-1.0,49.0,0.00494858,  -505.250E-03,   64.4827E-03,       6.36970,-0.0421241,-0.00253026,1.61955e-05
461,-2.0,49.0,0.00493358,  -505.100E-03,   64.4819E-03,       6.35080,-0.0418591,-0.00250504,3.24699e-05
462,-3.0,49.0,0.00490865,  -504.634E-03,   64.4807E-03,       6.31939,-0.0414198,-0.00246352,4.90176e-05
467,-4.0,49.0,0.00487389,  -503.702E-03,   64.4791E-03,       6.27560,-0.0408097,-0.0024065,6.62551e-05
470,-5.0,49.0,0.00482943,  -502.160E-03,   64.4770E-03,       6.21961,-0.0400337,-0.00233503,8.49119e-05
471,-6.0,49.0,0.00477546,  -499.873E-03,   64.4746E-03,       6.15165,-0.0390981,-0.00225044,0.000106094
476,-7.0,49.0,0.00471219,  -496.719E-03,   64.4719E-03,       6.07199,-0.0380099,-0.00215425,0.00013131
477,-8.0,49.0,0.00463989,  -492.590E-03,   64.4691E-03,       5.98097,-0.0367775,-0.00204818,0.000162439
482,-9.0,49.0,0.00455883,  -487.392E-03,   64.4663E-03,       5.87894,-0.0354096,-0.00193401,0.000201651
485,-10.0,49.0,0.00446936,  -481.048E-03,   64.4637E-03,       5.76632,-0.0339151,-0.00181357,0.00025124
486,-11.0,49.0,0.00437182,  -473.499E-03,   64.4616E-03,       5.64356,-0.0323027,-0.00168862,0.000313405
491,-12.0,49.0,0.00426662,  -464.704E-03,   64.4602E-03,       5.51113,-0.0305803,-0.0015608,0.000389968
492,-13.0,49.0,0.00415417,  -454.642E-03,   64.4596E-03,       5.36957,-0.0287545,-0.00143153,0.000482054
497,-14.0,49.0,0.00403494,  -443.311E-03,   64.4600E-03,       5.21941,-0.0268305,-0.00130199,0.000589773
500,-15.0,49.0,0.0039094,  -430.727E-03,   64.4617E-03,       5.06125,-0.0248113,-0.00117306,0.000711939
501,-16.0,49.0,0.00377806,  -416.926E-03,   64.4646E-03,       4.89569,-0.0226982,-0.0010453,0.000845873
506,-17.0,49.0,0.00364145,  -401.964E-03,   64.4687E-03,       4.72338,-0.0204907,-0.000919006,0.000987334
507,-18.0,49.0,0.00350013,  -385.913E-03,   64.4738E-03,       4.54498,-0.0181876,-0.000794242,0.00113062
512,-19.0,49.0,0.00335466,  -368.866E-03,   64.4796E-03,       4.36119,-0.0157871,-0.000670921,0.00126883
515,-20.0,49.0,0.00320563,  -350.929E-03,   64.4858E-03,       4.17271,-0.0132885,-0.000548899,0.00139437
516,-21.0,49.0,0.00305366,  -332.225E-03,   64.4918E-03,       3.98030,-0.0106933,-0.000428068,0.00149949
521,-22.0,49.0,0.00289934,  -312.890E-03,   64.4971E-03,       3.78471,-0.00800577,-0.000308418,0.00157706
522,-23.0,49.0,0.00274332,  -293.072E-03,   64.5014E-03,       3.58672,-0.005234,-0.000190072,0.00162126
527,-24.0,49.0,0.00258622,  -272.925E-03,   64.5041E-03,       3.38712,-0.00239007,-7.32746e-05,0.00162821
530,-25.0,49.0,0.00242868,  -252.613E-03,   64.5051E-03,       3.18671,0.000510162,4.16962e-05,0.00159646
531,-26.0,49.0,0.00227133,  -232.301E-03,   64.5042E-03,       2.98631,0.00344788,0.000154582,0.00152721
536,-27.0,49.0,0.00211483,  -212.155E-03,   64.5016E-03,       2.78671,0.00640232,0.000265337,0.00142428
537,-28.0,49.0,0.00195981,  -192.337E-03,   64.4974E-03,       2.58872,0.00935206,0.000374092,0.00129372
542,-29.0,49.0,0.0018069,  -173.002E-03,   64.4920E-03,       2.39313,0.0122762,0.000481392,0.00114329
545,-30.0,49.0,0.00165671,  -154.298E-03,   64.4859E-03,       2.20071,0.0151554,0.000587909,0.000981675
546,-31.0,49.0,0.00150988,  -136.361E-03,   64.4795E-03,       2.01224,0.0179723,0.000694759,0.000817726
551,-32.0,49.0,0.00136699,  -119.313E-03,   64.4733E-03,       1.82843,0.0207123,0.000802818,0.000659687
552,-33.0,49.0,0.00122863,  -103.262E-03,   64.4676E-03,       1.65002,0.0233629,0.000913346,0.00051454
557,-34.0,49.0,0.00109536,  -88.2976E-03,   64.4627E-03,       1.47769,0.025914,0.00102681,0.000387649
560,-35.0,49.0,0.000967738,  -74.4940E-03,   64.4588E-03,       1.31211,0.0283569,0.00114416,0.000282312
561,-36.0,49.0,0.000846278,  -61.9059E-03,   64.4557E-03,       1.15392,0.0306843,0.00126504,0.00019996
566,-37.0,49.0,0.00073148,  -50.5698E-03,   64.4537E-03,       1.00373,0.0328901,0.00139002,0.000139669
567,-38.0,49.0,0.0006238109999999999,  -40.5029E-03,   64.4525E-03,   862.121E-03,0.0349682,0.00151823,9.88663e-05
572,-39.0,49.0,0.00052371,  -31.7033E-03,   64.4520E-03,   729.652E-03,0.0369136,0.00165052,7.21641e-05
575,-40.0,49.0,0.00043158,  -24.1498E-03,   64.4521E-03,   606.848E-03,0.0387206,0.00178709,5.23738e-05
576,-41.0,49.0,0.000347788,  -17.8028E-03,   64.4529E-03,   494.203E-03,0.0403856,0.00193056,2.79993e-05
581,-42.0,49.0,0.000272659,  -12.6040E-03,   64.4543E-03,   392.182E-03,0.0419015,0.0020868,-1.63829e-05
582,-43.0,49.0,0.00020647,  -8.47747E-03,   64.4569E-03,   301.212E-03,0.0432688,0.00226336,-0.000103144
587,-44.0,49.0,0.00014945100000000002,  -5.33102E-03,   64.4609E-03,   221.697E-03,0.0444722,0.00248515,-0.000267599
590,-45.0,49.0,0.000101755,  -3.05479E-03,   64.4671E-03,   153.980E-03,0.0455243,0.00277436,-0.00054952
591,-46.0,49.0,6.348e-05,  -1.52753E-03,   64.4756E-03,   98.4106E-03,0.0463636,0.00322287,-0.00104247
596,-47.0,49.0,3.4555e-05,  -608.807E-06,   64.4873E-03,   55.1807E-03,0.0470324,0.00392334,-0.00176729
597,-48.0,49.0,1.4850999999999999e-05,  -155.115E-06,   64.5009E-03,   24.5743E-03,0.0471242,0.00528576,-0.00306586
602,-49.0,49.0,3.6803500000000003e-06,  -2.18502E-06,   64.5154E-03,   6.30479E-03,0.0463609,0.00845752,-0.00336772
605,-50.0,49.0,0.0,   24.8983E-42,   64.5222E-03,            0.,0.0458324,0.0106817,-0.00277816
606,50.0,48.0,0.0,      -1.01048,   64.5187E-03,           -0.,0.0500553,0.0149356,0.00034392
611,49.0,48.0,4.27727e-06,      -1.01046,   64.5142E-03,   6.58302E-03,0.0480053,0.0131644,0.000868673
612,48.0,48.0,1.70144e-05,      -1.01027,   64.5032E-03,   25.9342E-03,0.0457971,0.0100367,0.00140562
617,47.0,48.0,3.82342e-05,      -1.00976,   64.4915E-03,   57.4265E-03,0.045277,0.00798639,0.00110549
620,46.0,48.0,6.83654e-05,      -1.00880,   64.4821E-03,   101.169E-03,0.0444844,0.0068702,0.00064532
621,45.0,48.0,0.00010760899999999999,      -1.00722,   64.4747E-03,   157.108E-03,0.0435653,0.00616048,0.000377262
626,44.0,48.0,0.000155988,      -1.00489,   64.4697E-03,   225.018E-03,0.0425104,0.00566406,0.000206015
627,43.0,48.0,0.00021344799999999998,      -1.00170,   64.4662E-03,   304.655E-03,0.0413159,0.00527783,0.000133417
632,42.0,48.0,0.000279839,  -997.535E-03,   64.4641E-03,   395.681E-03,0.0399883,0.00493921,0.000112793
635,41.0,48.0,0.00035495300000000003,  -992.298E-03,   64.4627E-03,   497.728E-03,0.0385227,0.00462177,0.000125508
636,40.0,48.0,0.00043852699999999997,  -985.916E-03,   64.4621E-03,   610.374E-03,0.0369234,0.00430856,0.000151083
641,39.0,48.0,0.000530248,  -978.332E-03,   64.4620E-03,   733.163E-03,0.0351915,0.00399429,0.000176935
642,38.0,48.0,0.000629765,  -969.504E-03,   64.4624E-03,   865.603E-03,0.0333319,0.00367768,0.00019359
647,37.0,48.0,0.000736685,  -959.415E-03,   64.4634E-03,       1.00716,0.0313489,0.00336007,0.000193871
650,36.0,48.0,0.0008505839999999999,  -948.062E-03,   64.4652E-03,       1.15729,0.0292481,0.00304475,0.000173258
651,35.0,48.0,0.0009710039999999999,  -935.466E-03,   64.4676E-03,       1.31538,0.0270348,0.0027344,0.000128403
656,34.0,48.0,0.00109746,  -921.663E-03,   64.4709E-03,       1.48083,0.0247148,0.00243229,5.82272e-05
657,33.0,48.0,0.00122944,  -906.710E-03,   64.4749E-03,       1.65298,0.0222937,0.00214011,-3.69112e-05
662,32.0,48.0,0.00136641,  -890.682E-03,   64.4796E-03,       1.83117,0.0197778,0.00185924,-0.000154421
665,31.0,48.0,0.00150782,  -873.670E-03,   64.4847E-03,       2.01471,0.0171738,0.00158943,-0.000289984
666,30.0,48.0,0.00165308,  -855.783E-03,   64.4900E-03,       2.20287,0.0144896,0.00132986,-0.000437351
671,29.0,48.0,0.00180162,  -837.141E-03,   64.4950E-03,       2.39492,0.0117344,0.00107849,-0.00058894
672,28.0,48.0,0.00195283,  -817.880E-03,   64.4994E-03,       2.59010,0.00891915,0.000832959,-0.000736215
677,27.0,48.0,0.00210609,  -798.145E-03,   64.5029E-03,       2.78765,0.0060567,0.000590349,-0.000870494
680,26.0,48.0,0.00226079,  -778.089E-03,   64.5050E-03,       2.98679,0.00316137,0.000347815,-0.000983653
681,25.0,48.0,0.00241629,  -757.871E-03,   64.5057E-03,       3.18672,0.000248693,0.000102561,-0.00106892
