,X,Y,Z,          U-U1,          U-U2,          U-U3,S11,S22,S12
13017,-47.0,8.0,3.71629e-05,  -704.962E-06,   64.4230E-03,   56.6688E-03,0.0474664,0.0143112,3.46337e-07
13022,-48.0,8.0,1.6534300000000002e-05,  -206.317E-06,   64.4230E-03,   25.2281E-03,0.0479374,0.0144523,1.88955e-07
13025,-49.0,8.0,4.13556e-06,  -23.5677E-06,   64.4229E-03,   6.31324E-03,0.0482173,0.0145362,7.5863e-08
13026,-50.0,8.0,0.0,  -12.7574E-42,   64.4229E-03,           -0.,0.0483092,0.0145638,3.16199e-08
13031,50.0,7.0,0.0,      -1.01048,   64.4219E-03,           -0.,0.0483094,0.0145641,-3.33324e-08
13032,49.0,7.0,4.13164e-06,      -1.01046,   64.4219E-03,   6.31327E-03,0.0482174,0.0145365,-7.59354e-08
13037,48.0,7.0,1.6518599999999998e-05,      -1.01028,   64.4219E-03,   25.2282E-03,0.0479375,0.0144526,-1.79054e-07
13040,47.0,7.0,3.71276e-05,      -1.00978,   64.4220E-03,   56.6689E-03,0.0474665,0.0143114,-3.14989e-07
13041,46.0,7.0,6.589149999999999e-05,      -1.00881,   64.4220E-03,   100.508E-03,0.0468061,0.0141135,-4.74819e-07
13046,45.0,7.0,0.000102709,      -1.00723,   64.4220E-03,   156.568E-03,0.045959,0.0138596,-6.45398e-07
13047,44.0,7.0,0.000147447,      -1.00491,   64.4220E-03,   224.620E-03,0.0449287,0.013551,-8.11984e-07
13052,43.0,7.0,0.00019993799999999998,      -1.00171,   64.4221E-03,   304.387E-03,0.0437192,0.0131886,-9.60317e-07
13055,42.0,7.0,0.000259983,  -997.540E-03,   64.4221E-03,   395.546E-03,0.0423354,0.0127741,-1.07882e-06
13056,41.0,7.0,0.000327352,  -992.296E-03,   64.4222E-03,   497.725E-03,0.0407829,0.0123089,-1.15979e-06
13061,40.0,7.0,0.000401786,  -985.903E-03,   64.4222E-03,   610.512E-03,0.0390679,0.0117951,-1.2001e-06
13062,39.0,7.0,0.00048299599999999997,  -978.303E-03,   64.4223E-03,   733.452E-03,0.0371972,0.0112346,-1.20106e-06
13067,38.0,7.0,0.000570665,  -969.458E-03,   64.4224E-03,   866.049E-03,0.0351784,0.0106296,-1.16771e-06
13070,37.0,7.0,0.00066445,  -959.347E-03,   64.4224E-03,       1.00777,0.0330196,0.00998248,-1.10762e-06
13071,36.0,7.0,0.000763984,  -947.972E-03,   64.4225E-03,       1.15805,0.0307293,0.00929592,-1.02951e-06
13076,35.0,7.0,0.000868874,  -935.353E-03,   64.4225E-03,       1.31629,0.0283167,0.00857258,-9.41843e-07
13077,34.0,7.0,0.000978709,  -921.529E-03,   64.4225E-03,       1.48186,0.0257914,0.00781536,-8.51615e-07
13082,33.0,7.0,0.00109306,  -906.560E-03,   64.4226E-03,       1.65410,0.0231634,0.00702725,-7.63489e-07
13085,32.0,7.0,0.00121146,  -890.522E-03,   64.4226E-03,       1.83234,0.0204432,0.00621139,-6.79308e-07
13086,31.0,7.0,0.00133346,  -873.510E-03,   64.4226E-03,       2.01586,0.0176415,0.005371,-5.98132e-07
13091,30.0,7.0,0.00145857,  -855.633E-03,   64.4226E-03,       2.20396,0.0147694,0.00450941,-5.16585e-07
13092,29.0,7.0,0.00158629,  -837.012E-03,   64.4226E-03,       2.39590,0.0118382,0.00363003,-4.29597e-07
13097,28.0,7.0,0.00171612,  -817.782E-03,   64.4226E-03,       2.59091,0.00885941,0.00273632,-3.31272e-07
13100,27.0,7.0,0.00184755,  -798.087E-03,   64.4226E-03,       2.78826,0.00584486,0.00183181,-2.15881e-07
13101,26.0,7.0,0.00198005,  -778.077E-03,   64.4225E-03,       2.98715,0.00280636,0.000920058,-7.87472e-08
13106,25.0,7.0,0.0021131,  -757.909E-03,   64.4225E-03,       3.18682,-0.00024416,4.65287e-06,8.2988e-08
13107,24.0,7.0,0.00224617,  -737.741E-03,   64.4225E-03,       3.38650,-0.0032947,-0.000910801,2.69869e-07
13112,23.0,7.0,0.00237875,  -717.730E-03,   64.4224E-03,       3.58540,-0.00633329,-0.0018227,4.79865e-07
13115,22.0,7.0,0.00251029,  -698.033E-03,   64.4224E-03,       3.78275,-0.00934797,-0.00272744,7.08419e-07
13116,21.0,7.0,0.00264028,  -678.800E-03,   64.4224E-03,       3.97778,-0.0123269,-0.00362146,9.48712e-07
13121,20.0,7.0,0.00276821,  -660.176E-03,   64.4224E-03,       4.16973,-0.0152584,-0.00450124,1.19217e-06
13122,19.0,7.0,0.00289356,  -642.295E-03,   64.4223E-03,       4.35785,-0.0181309,-0.00536329,1.42909e-06
13127,18.0,7.0,0.00301585,  -625.278E-03,   64.4223E-03,       4.54140,-0.0209331,-0.00620422,1.64938e-06
13130,17.0,7.0,0.00313458,  -609.235E-03,   64.4223E-03,       4.71967,-0.0236539,-0.0070207,1.84327e-06
13131,16.0,7.0,0.0032493,  -594.261E-03,   64.4223E-03,       4.89194,-0.0262827,-0.00780952,2.00206e-06
13136,15.0,7.0,0.00335953,  -580.431E-03,   64.4223E-03,       5.05754,-0.028809,-0.00856755,2.1187e-06
13137,14.0,7.0,0.00346485,  -567.805E-03,   64.4223E-03,       5.21582,-0.0312229,-0.00929182,2.18831e-06
13142,13.0,7.0,0.00356484,  -556.423E-03,   64.4224E-03,       5.36614,-0.0335148,-0.00997945,2.20846e-06
13145,12.0,7.0,0.00365911,  -546.306E-03,   64.4224E-03,       5.50791,-0.0356757,-0.0106278,2.17933e-06
13146,11.0,7.0,0.00374727,  -537.454E-03,   64.4224E-03,       5.64056,-0.0376969,-0.0112342,2.1036e-06
13151,10.0,7.0,0.00382898,  -529.848E-03,   64.4224E-03,       5.76355,-0.0395704,-0.0117963,1.98616e-06
13152,9.0,7.0,0.00390393,  -523.450E-03,   64.4224E-03,       5.87638,-0.0412889,-0.0123119,1.83367e-06
13157,8.0,7.0,0.0039718,  -518.200E-03,   64.4224E-03,       5.97862,-0.0428454,-0.0127789,1.65387e-06
13160,7.0,7.0,0.00403233,  -514.022E-03,   64.4224E-03,       6.06983,-0.0442337,-0.0131956,1.45491e-06
13161,6.0,7.0,0.00408529,  -510.824E-03,   64.4224E-03,       6.14964,-0.0454484,-0.0135601,1.2446e-06
13166,5.0,7.0,0.00413046,  -508.496E-03,   64.4224E-03,       6.21774,-0.0464845,-0.0138711,1.02967e-06
13167,4.0,7.0,0.00416766,  -506.915E-03,   64.4224E-03,       6.27384,-0.0473379,-0.0141273,8.15301e-07
13172,3.0,7.0,0.00419675,  -505.947E-03,   64.4224E-03,       6.31772,-0.0480053,-0.0143276,6.04747e-07
13175,2.0,7.0,0.00421761,  -505.448E-03,   64.4224E-03,       6.34919,-0.0484839,-0.0144713,3.99267e-07
13176,1.0,7.0,0.00423016,  -505.265E-03,   64.4224E-03,       6.36812,-0.0487718,-0.0145577,1.98318e-07
13181,5.0166e-30,7.0,0.00423435,  -505.241E-03,   64.4223E-03,       6.37444,-0.0488679,-0.0145866,-3.55271e-15
13182,-1.0,7.0,0.00423016,  -505.217E-03,   64.4224E-03,       6.36812,-0.0487718,-0.0145577,-1.98318e-07
13187,-2.0,7.0,0.00421761,  -505.034E-03,   64.4224E-03,       6.34919,-0.0484839,-0.0144713,-3.99267e-07
13190,-3.0,7.0,0.00419675,  -504.535E-03,   64.4224E-03,       6.31772,-0.0480053,-0.0143276,-6.04747e-07
13191,-4.0,7.0,0.00416766,  -503.567E-03,   64.4224E-03,       6.27384,-0.0473379,-0.0141273,-8.15301e-07
13196,-5.0,7.0,0.00413046,  -501.986E-03,   64.4224E-03,       6.21774,-0.0464845,-0.0138711,-1.02967e-06
13197,-6.0,7.0,0.00408529,  -499.658E-03,   64.4224E-03,       6.14964,-0.0454484,-0.0135601,-1.2446e-06
13202,-7.0,7.0,0.00403233,  -496.460E-03,   64.4224E-03,       6.06983,-0.0442337,-0.0131956,-1.45491e-06
13205,-8.0,7.0,0.0039718,  -492.282E-03,   64.4224E-03,       5.97862,-0.0428454,-0.0127789,-1.65387e-06
13206,-9.0,7.0,0.00390393,  -487.032E-03,   64.4224E-03,       5.87638,-0.0412889,-0.0123119,-1.83367e-06
13211,-10.0,7.0,0.00382898,  -480.633E-03,   64.4224E-03,       5.76355,-0.0395704,-0.0117963,-1.98616e-06
13212,-11.0,7.0,0.00374727,  -473.028E-03,   64.4224E-03,       5.64056,-0.0376969,-0.0112342,-2.1036e-06
13217,-12.0,7.0,0.00365911,  -464.176E-03,   64.4224E-03,       5.50791,-0.0356757,-0.0106278,-2.17933e-06
13220,-13.0,7.0,0.00356484,  -454.059E-03,   64.4224E-03,       5.36614,-0.0335148,-0.00997945,-2.20846e-06
13221,-14.0,7.0,0.00346485,  -442.677E-03,   64.4223E-03,       5.21582,-0.0312229,-0.00929182,-2.18831e-06
13226,-15.0,7.0,0.00335953,  -430.051E-03,   64.4223E-03,       5.05754,-0.028809,-0.00856755,-2.1187e-06
13227,-16.0,7.0,0.0032493,  -416.221E-03,   64.4223E-03,       4.89194,-0.0262827,-0.00780952,-2.00206e-06
13232,-17.0,7.0,0.00313458,  -401.246E-03,   64.4223E-03,       4.71967,-0.0236539,-0.0070207,-1.84327e-06
13235,-18.0,7.0,0.00301585,  -385.204E-03,   64.4223E-03,       4.54140,-0.0209331,-0.00620422,-1.64938e-06
13236,-19.0,7.0,0.00289356,  -368.187E-03,   64.4223E-03,       4.35785,-0.0181309,-0.00536329,-1.42909e-06
13241,-20.0,7.0,0.00276821,  -350.305E-03,   64.4224E-03,       4.16973,-0.0152584,-0.00450124,-1.19217e-06
13242,-21.0,7.0,0.00264028,  -331.681E-03,   64.4224E-03,       3.97778,-0.0123269,-0.00362146,-9.48712e-07
13247,-22.0,7.0,0.00251029,  -312.449E-03,   64.4224E-03,       3.78275,-0.00934797,-0.00272744,-7.08419e-07
13250,-23.0,7.0,0.00237875,  -292.752E-03,   64.4224E-03,       3.58540,-0.00633329,-0.0018227,-4.79866e-07
13251,-24.0,7.0,0.00224617,  -272.741E-03,   64.4225E-03,       3.38650,-0.0032947,-0.000910801,-2.69869e-07
13256,-25.0,7.0,0.0021131,  -252.573E-03,   64.4225E-03,       3.18682,-0.00024416,4.65287e-06,-8.2988e-08
13257,-26.0,7.0,0.00198005,  -232.404E-03,   64.4225E-03,       2.98715,0.00280636,0.000920058,7.87472e-08
13262,-27.0,7.0,0.00184755,  -212.395E-03,   64.4226E-03,       2.78826,0.00584486,0.00183181,2.15881e-07
13265,-28.0,7.0,0.00171612,  -192.700E-03,   64.4226E-03,       2.59091,0.00885941,0.00273632,3.31272e-07
13266,-29.0,7.0,0.00158629,  -173.470E-03,   64.4226E-03,       2.39590,0.0118382,0.00363003,4.29597e-07
13271,-30.0,7.0,0.00145857,  -154.849E-03,   64.4226E-03,       2.20396,0.0147694,0.00450941,5.16585e-07
13272,-31.0,7.0,0.00133346,  -136.972E-03,   64.4226E-03,       2.01586,0.0176415,0.005371,5.98132e-07
13277,-32.0,7.0,0.00121146,  -119.960E-03,   64.4226E-03,       1.83234,0.0204432,0.00621139,6.79308e-07
13280,-33.0,7.0,0.00109306,  -103.922E-03,   64.4226E-03,       1.65410,0.0231634,0.00702725,7.63489e-07
13281,-34.0,7.0,0.000978709,  -88.9531E-03,   64.4225E-03,       1.48186,0.0257914,0.00781536,8.51615e-07
13286,-35.0,7.0,0.000868874,  -75.1293E-03,   64.4225E-03,       1.31629,0.0283167,0.00857258,9.41843e-07
13287,-36.0,7.0,0.000763984,  -62.5097E-03,   64.4225E-03,       1.15805,0.0307293,0.00929592,1.02951e-06
13292,-37.0,7.0,0.00066445,  -51.1344E-03,   64.4224E-03,       1.00777,0.0330196,0.00998248,1.10762e-06
13295,-38.0,7.0,0.000570665,  -41.0238E-03,   64.4224E-03,   866.049E-03,0.0351784,0.0106296,1.16771e-06
13296,-39.0,7.0,0.00048299599999999997,  -32.1785E-03,   64.4223E-03,   733.452E-03,0.0371972,0.0112346,1.20106e-06
13301,-40.0,7.0,0.000401786,  -24.5790E-03,   64.4222E-03,   610.512E-03,0.0390679,0.0117951,1.2001e-06
13302,-41.0,7.0,0.000327352,  -18.1860E-03,   64.4222E-03,   497.725E-03,0.0407829,0.0123089,1.15979e-06
13307,-42.0,7.0,0.000259983,  -12.9415E-03,   64.4221E-03,   395.546E-03,0.0423354,0.0127741,1.07882e-06
13310,-43.0,7.0,0.00019993799999999998,  -8.76873E-03,   64.4221E-03,   304.387E-03,0.0437192,0.0131886,9.60317e-07
13311,-44.0,7.0,0.000147447,  -5.57442E-03,   64.4220E-03,   224.620E-03,0.0449287,0.013551,8.11984e-07
13316,-45.0,7.0,0.000102709,  -3.24952E-03,   64.4220E-03,   156.568E-03,0.045959,0.0138596,6.45398e-07
13317,-46.0,7.0,6.589149999999999e-05,  -1.67125E-03,   64.4220E-03,   100.508E-03,0.0468061,0.0141135,4.74819e-07
13322,-47.0,7.0,3.71276e-05,  -704.967E-06,   64.4220E-03,   56.6689E-03,0.0474665,0.0143114,3.14989e-07
13325,-48.0,7.0,1.6518599999999998e-05,  -206.320E-06,   64.4219E-03,   25.2282E-03,0.0479375,0.0144526,1.79054e-07
13326,-49.0,7.0,4.13164e-06,  -23.5685E-06,   64.4219E-03,   6.31327E-03,0.0482174,0.0145365,7.59353e-08
13331,-50.0,7.0,0.0,  -12.7560E-42,   64.4219E-03,           -0.,0.0483094,0.0145641,3.33323e-08
13332,50.0,6.0,0.0,      -1.01048,   64.4209E-03,           -0.,0.0483096,0.0145643,-3.27107e-08
13337,49.0,6.0,4.12828e-06,      -1.01046,   64.4209E-03,   6.31329E-03,0.0482176,0.0145367,-7.18209e-08
13340,48.0,6.0,1.65051e-05,      -1.01028,   64.4209E-03,   25.2282E-03,0.0479376,0.0144528,-1.63084e-07
13341,47.0,6.0,3.70973e-05,      -1.00978,   64.4209E-03,   56.6691E-03,0.0474665,0.0143116,-2.78287e-07
13346,46.0,6.0,6.58378e-05,      -1.00881,   64.4209E-03,   100.508E-03,0.0468061,0.0141136,-4.11144e-07
13347,45.0,6.0,0.000102626,      -1.00723,   64.4210E-03,   156.568E-03,0.045959,0.0138598,-5.51954e-07
13352,44.0,6.0,0.000147327,      -1.00491,   64.4210E-03,   224.620E-03,0.0449286,0.0135511,-6.89281e-07
13355,43.0,6.0,0.00019977599999999998,      -1.00171,   64.4210E-03,   304.388E-03,0.0437191,0.0131887,-8.12032e-07
13356,42.0,6.0,0.000259773,  -997.540E-03,   64.4211E-03,   395.546E-03,0.0423353,0.0127741,-9.10906e-07
13361,41.0,6.0,0.000327089,  -992.296E-03,   64.4211E-03,   497.726E-03,0.0407828,0.0123089,-9.79642e-07
13362,40.0,6.0,0.000401466,  -985.903E-03,   64.4212E-03,   610.513E-03,0.0390678,0.011795,-1.01549e-06
13367,39.0,6.0,0.000482613,  -978.303E-03,   64.4212E-03,   733.452E-03,0.0371972,0.0112345,-1.0192e-06
13370,38.0,6.0,0.000570215,  -969.458E-03,   64.4213E-03,   866.049E-03,0.0351784,0.0106294,-9.94525e-07
13371,37.0,6.0,0.0006639310000000001,  -959.347E-03,   64.4213E-03,       1.00777,0.0330196,0.00998236,-9.4727e-07
13376,36.0,6.0,0.0007633910000000001,  -947.972E-03,   64.4214E-03,       1.15805,0.0307293,0.00929579,-8.84254e-07
13377,35.0,6.0,0.0008682060000000001,  -935.353E-03,   64.4214E-03,       1.31629,0.0283167,0.00857246,-8.12164e-07
13382,34.0,6.0,0.000977962,  -921.529E-03,   64.4214E-03,       1.48186,0.0257914,0.00781524,-7.36621e-07
13383,33.0,6.0,0.00109223,  -906.560E-03,   64.4214E-03,       1.65410,0.0231634,0.00702713,-6.61431e-07
13388,32.0,6.0,0.00121055,  -890.522E-03,   64.4215E-03,       1.83234,0.0204432,0.00621128,-5.88238e-07
13389,31.0,6.0,0.00133247,  -873.510E-03,   64.4215E-03,       2.01586,0.0176415,0.0053709,-5.16459e-07
13394,30.0,6.0,0.00145749,  -855.633E-03,   64.4215E-03,       2.20396,0.0147694,0.00450933,-4.436e-07
13397,29.0,6.0,0.00158513,  -837.012E-03,   64.4215E-03,       2.39590,0.0118382,0.00362995,-3.65778e-07
13398,28.0,6.0,0.00171487,  -817.782E-03,   64.4215E-03,       2.59091,0.00885946,0.00273626,-2.78448e-07
13403,27.0,6.0,0.00184621,  -798.087E-03,   64.4214E-03,       2.78825,0.00584494,0.00183175,-1.77153e-07
13404,26.0,6.0,0.00197863,  -778.078E-03,   64.4214E-03,       2.98715,0.00280646,0.000920004,-5.8265e-08
13409,25.0,6.0,0.0021116,  -757.910E-03,   64.4214E-03,       3.18682,-0.000244022,4.60281e-06,8.04253e-08
13412,24.0,6.0,0.00224459,  -737.741E-03,   64.4214E-03,       3.38650,-0.00329453,-0.000910847,2.39275e-07
13413,23.0,6.0,0.00237708,  -717.730E-03,   64.4213E-03,       3.58540,-0.00633309,-0.00182274,4.16597e-07
13418,22.0,6.0,0.00250854,  -698.033E-03,   64.4213E-03,       3.78275,-0.00934776,-0.00272748,6.08673e-07
13419,21.0,6.0,0.00263846,  -678.801E-03,   64.4213E-03,       3.97778,-0.0123267,-0.0036215,8.09981e-07
13424,20.0,6.0,0.00276631,  -660.177E-03,   64.4213E-03,       4.16973,-0.0152582,-0.00450127,1.01358e-06
13427,19.0,6.0,0.00289159,  -642.295E-03,   64.4213E-03,       4.35785,-0.0181307,-0.00536333,1.21164e-06
13428,18.0,6.0,0.00301381,  -625.278E-03,   64.4212E-03,       4.54140,-0.0209329,-0.00620426,1.39599e-06
13433,17.0,6.0,0.00313247,  -609.236E-03,   64.4212E-03,       4.71967,-0.0236538,-0.00702074,1.55875e-06
13434,16.0,6.0,0.00324712,  -594.261E-03,   64.4212E-03,       4.89194,-0.0262826,-0.00780956,1.69286e-06
13439,15.0,6.0,0.00335729,  -580.431E-03,   64.4212E-03,       5.05755,-0.028809,-0.0085676,1.7926e-06
13442,14.0,6.0,0.00346255,  -567.805E-03,   64.4213E-03,       5.21582,-0.0312229,-0.00929186,1.85393e-06
13443,13.0,6.0,0.00356249,  -556.423E-03,   64.4213E-03,       5.36615,-0.0335149,-0.00997951,1.87478e-06
13448,12.0,6.0,0.0036567,  -546.306E-03,   64.4213E-03,       5.50791,-0.0356758,-0.0106278,1.85509e-06
13449,11.0,6.0,0.00374481,  -537.454E-03,   64.4213E-03,       5.64056,-0.0376971,-0.0112342,1.79679e-06
13454,10.0,6.0,0.00382648,  -529.848E-03,   64.4213E-03,       5.76355,-0.0395706,-0.0117963,1.70353e-06
13457,9.0,6.0,0.00390138,  -523.450E-03,   64.4213E-03,       5.87639,-0.0412891,-0.0123119,1.58034e-06
13458,8.0,6.0,0.00396922,  -518.200E-03,   64.4213E-03,       5.97862,-0.0428456,-0.0127789,1.43317e-06
13463,7.0,6.0,0.00402972,  -514.022E-03,   64.4213E-03,       6.06983,-0.0442339,-0.0131955,1.26828e-06
13464,6.0,6.0,0.00408265,  -510.824E-03,   64.4213E-03,       6.14965,-0.0454485,-0.01356,1.09174e-06
13469,5.0,6.0,0.00412779,  -508.496E-03,   64.4213E-03,       6.21774,-0.0464846,-0.013871,9.08905e-07
13472,4.0,6.0,0.00416497,  -506.915E-03,   64.4213E-03,       6.27385,-0.047338,-0.0141271,7.24001e-07
13473,3.0,6.0,0.00419405,  -505.947E-03,   64.4213E-03,       6.31772,-0.0480053,-0.0143274,5.3987e-07
13478,2.0,6.0,0.0042149,  -505.448E-03,   64.4213E-03,       6.34919,-0.0484839,-0.0144711,3.5792e-07
13479,1.0,6.0,0.00422744,  -505.265E-03,   64.4213E-03,       6.36812,-0.0487718,-0.0145575,1.78256e-07
13484,0.0,6.0,0.00423163,  -505.241E-03,   64.4213E-03,       6.37444,-0.0488679,-0.0145864,-8.88178e-15
13487,-1.0,6.0,0.00422744,  -505.217E-03,   64.4213E-03,       6.36812,-0.0487718,-0.0145575,-1.78256e-07
13488,-2.0,6.0,0.0042149,  -505.034E-03,   64.4213E-03,       6.34919,-0.0484839,-0.0144711,-3.5792e-07
13493,-3.0,6.0,0.00419405,  -504.535E-03,   64.4213E-03,       6.31772,-0.0480053,-0.0143274,-5.3987e-07
13494,-4.0,6.0,0.00416497,  -503.567E-03,   64.4213E-03,       6.27385,-0.047338,-0.0141271,-7.24001e-07
13499,-5.0,6.0,0.00412779,  -501.986E-03,   64.4213E-03,       6.21774,-0.0464846,-0.013871,-9.08905e-07
13502,-6.0,6.0,0.00408265,  -499.658E-03,   64.4213E-03,       6.14965,-0.0454485,-0.01356,-1.09174e-06
13503,-7.0,6.0,0.00402972,  -496.460E-03,   64.4213E-03,       6.06983,-0.0442339,-0.0131955,-1.26828e-06
13508,-8.0,6.0,0.00396922,  -492.282E-03,   64.4213E-03,       5.97862,-0.0428456,-0.0127789,-1.43317e-06
13509,-9.0,6.0,0.00390138,  -487.032E-03,   64.4213E-03,       5.87639,-0.0412891,-0.0123119,-1.58034e-06
13514,-10.0,6.0,0.00382648,  -480.633E-03,   64.4213E-03,       5.76355,-0.0395706,-0.0117963,-1.70353e-06
13517,-11.0,6.0,0.00374481,  -473.028E-03,   64.4213E-03,       5.64056,-0.0376971,-0.0112342,-1.79679e-06
13518,-12.0,6.0,0.0036567,  -464.176E-03,   64.4213E-03,       5.50791,-0.0356758,-0.0106278,-1.85509e-06
13523,-13.0,6.0,0.00356249,  -454.059E-03,   64.4213E-03,       5.36615,-0.0335149,-0.00997951,-1.87478e-06
13524,-14.0,6.0,0.00346255,  -442.677E-03,   64.4213E-03,       5.21582,-0.0312229,-0.00929186,-1.85393e-06
13529,-15.0,6.0,0.00335729,  -430.051E-03,   64.4212E-03,       5.05755,-0.028809,-0.0085676,-1.7926e-06
13532,-16.0,6.0,0.00324712,  -416.221E-03,   64.4212E-03,       4.89194,-0.0262826,-0.00780956,-1.69286e-06
13533,-17.0,6.0,0.00313247,  -401.246E-03,   64.4212E-03,       4.71967,-0.0236538,-0.00702074,-1.55875e-06
13538,-18.0,6.0,0.00301381,  -385.203E-03,   64.4212E-03,       4.54140,-0.0209329,-0.00620426,-1.39599e-06
13539,-19.0,6.0,0.00289159,  -368.187E-03,   64.4213E-03,       4.35785,-0.0181307,-0.00536333,-1.21164e-06
13544,-20.0,6.0,0.00276631,  -350.305E-03,   64.4213E-03,       4.16973,-0.0152582,-0.00450127,-1.01358e-06
13547,-21.0,6.0,0.00263846,  -331.681E-03,   64.4213E-03,       3.97778,-0.0123267,-0.0036215,-8.09981e-07
13548,-22.0,6.0,0.00250854,  -312.449E-03,   64.4213E-03,       3.78275,-0.00934776,-0.00272748,-6.08673e-07
13553,-23.0,6.0,0.00237708,  -292.751E-03,   64.4213E-03,       3.58540,-0.00633309,-0.00182274,-4.16597e-07
13554,-24.0,6.0,0.00224459,  -272.741E-03,   64.4214E-03,       3.38650,-0.00329453,-0.000910847,-2.39275e-07
13559,-25.0,6.0,0.0021116,  -252.572E-03,   64.4214E-03,       3.18682,-0.000244022,4.60281e-06,-8.04253e-08
13562,-26.0,6.0,0.00197863,  -232.404E-03,   64.4214E-03,       2.98715,0.00280646,0.000920004,5.8265e-08
13563,-27.0,6.0,0.00184621,  -212.395E-03,   64.4214E-03,       2.78825,0.00584494,0.00183175,1.77153e-07
13568,-28.0,6.0,0.00171487,  -192.699E-03,   64.4215E-03,       2.59091,0.00885946,0.00273626,2.78448e-07
13569,-29.0,6.0,0.00158513,  -173.470E-03,   64.4215E-03,       2.39590,0.0118382,0.00362995,3.65778e-07
13574,-30.0,6.0,0.00145749,  -154.849E-03,   64.4215E-03,       2.20396,0.0147694,0.00450933,4.436e-07
13577,-31.0,6.0,0.00133247,  -136.971E-03,   64.4215E-03,       2.01586,0.0176415,0.0053709,5.16459e-07
13578,-32.0,6.0,0.00121055,  -119.959E-03,   64.4215E-03,       1.83234,0.0204432,0.00621128,5.88238e-07
13583,-33.0,6.0,0.00109223,  -103.922E-03,   64.4214E-03,       1.65410,0.0231634,0.00702713,6.61431e-07
13584,-34.0,6.0,0.000977962,  -88.9530E-03,   64.4214E-03,       1.48186,0.0257914,0.00781524,7.36621e-07
13589,-35.0,6.0,0.0008682060000000001,  -75.1292E-03,   64.4214E-03,       1.31629,0.0283167,0.00857246,8.12164e-07
13592,-36.0,6.0,0.0007633910000000001,  -62.5096E-03,   64.4214E-03,       1.15805,0.0307293,0.00929579,8.84254e-07
13593,-37.0,6.0,0.0006639310000000001,  -51.1343E-03,   64.4213E-03,       1.00777,0.0330196,0.00998236,9.4727e-07
13598,-38.0,6.0,0.000570215,  -41.0238E-03,   64.4213E-03,   866.049E-03,0.0351784,0.0106294,9.94525e-07
13599,-39.0,6.0,0.000482613,  -32.1785E-03,   64.4212E-03,   733.452E-03,0.0371972,0.0112345,1.0192e-06
13604,-40.0,6.0,0.000401466,  -24.5790E-03,   64.4212E-03,   610.513E-03,0.0390678,0.011795,1.01549e-06
13607,-41.0,6.0,0.000327089,  -18.1861E-03,   64.4211E-03,   497.726E-03,0.0407828,0.0123089,9.79642e-07
13608,-42.0,6.0,0.000259773,  -12.9415E-03,   64.4211E-03,   395.546E-03,0.0423353,0.0127741,9.10906e-07
13613,-43.0,6.0,0.00019977599999999998,  -8.76874E-03,   64.4210E-03,   304.388E-03,0.0437191,0.0131887,8.12031e-07
13614,-44.0,6.0,0.000147327,  -5.57443E-03,   64.4210E-03,   224.620E-03,0.0449286,0.0135511,6.89281e-07
13619,-45.0,6.0,0.000102626,  -3.24953E-03,   64.4210E-03,   156.568E-03,0.045959,0.0138598,5.51954e-07
13622,-46.0,6.0,6.58378e-05,  -1.67126E-03,   64.4209E-03,   100.508E-03,0.0468061,0.0141136,4.11145e-07
13623,-47.0,6.0,3.70973e-05,  -704.972E-06,   64.4209E-03,   56.6691E-03,0.0474665,0.0143116,2.78287e-07
13628,-48.0,6.0,1.65051e-05,  -206.322E-06,   64.4209E-03,   25.2282E-03,0.0479376,0.0144528,1.63084e-07
13629,-49.0,6.0,4.12828e-06,  -23.5693E-06,   64.4209E-03,   6.31329E-03,0.0482176,0.0145367,7.18209e-08
13634,-50.0,6.0,0.0,  -12.7560E-42,   64.4209E-03,           -0.,0.0483096,0.0145643,3.27107e-08
13637,50.0,5.0,0.0,      -1.01048,   64.4199E-03,           -0.,0.0483097,0.0145644,-2.99502e-08
13638,49.0,5.0,4.12546e-06,      -1.01046,   64.4199E-03,   6.31330E-03,0.0482177,0.0145369,-6.43922e-08
13643,48.0,5.0,1.64938e-05,      -1.01028,   64.4199E-03,   25.2283E-03,0.0479377,0.0144529,-1.42359e-07
13644,47.0,5.0,3.70719e-05,      -1.00978,   64.4199E-03,   56.6692E-03,0.0474665,0.0143117,-2.3738e-07
13649,46.0,5.0,6.57927e-05,      -1.00881,   64.4199E-03,   100.509E-03,0.0468061,0.0141138,-3.45259e-07
13652,45.0,5.0,0.000102556,      -1.00723,   64.4199E-03,   156.568E-03,0.045959,0.0138599,-4.58826e-07
13653,44.0,5.0,0.00014722700000000002,      -1.00491,   64.4200E-03,   224.621E-03,0.0449286,0.0135512,-5.69529e-07
13658,43.0,5.0,0.00019964,      -1.00171,   64.4200E-03,   304.388E-03,0.0437191,0.0131887,-6.68771e-07
13659,42.0,5.0,0.00025959700000000003,  -997.540E-03,   64.4200E-03,   395.546E-03,0.0423353,0.0127741,-7.49326e-07
13664,41.0,5.0,0.00032686900000000003,  -992.296E-03,   64.4201E-03,   497.726E-03,0.0407828,0.0123089,-8.06153e-07
13667,40.0,5.0,0.000401196,  -985.903E-03,   64.4201E-03,   610.513E-03,0.0390678,0.011795,-8.36931e-07
13668,39.0,5.0,0.000482291,  -978.303E-03,   64.4201E-03,   733.453E-03,0.0371971,0.0112344,-8.42042e-07
