ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,          U-U1,          U-U2,       LE-LE11,       LE-LE22,       LE-LE12,         S-S11,         S-S22,         S-S12
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11144,       8.17656,       2.92129,            0.,NA,NA,"",   145.644E-03,  -7.62294E-03,   14.0904E-03,  -3.21773E-03,  -2.56044E-03,       1.00938,   77.8641E-03,  -70.4313E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11145,       5.08137,       8.62356,            0.,NA,NA,"",   72.8773E-03,  -43.4470E-03,   14.6942E-03,  -4.52006E-03,   716.327E-06,       1.02607,  -8.67527E-03,   17.3097E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11146,       5.96480,       8.66866,            0.,NA,NA,"",   85.7812E-03,  -39.9824E-03,   14.6836E-03,  -4.48950E-03,   372.781E-06,       1.02592,  -6.53620E-03,   7.98800E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11147,       7.88150,       8.69005,            0.,NA,NA,"",   113.906E-03,  -32.1463E-03,   14.5370E-03,  -4.35527E-03,   69.5275E-06,       1.01772,   440.422E-06,  -248.350E-06
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11148,       1.43162,       5.84954,            0.,NA,NA,"",   22.7249E-03,  -45.4167E-03,   16.0559E-03,  -3.98259E-03,   2.44651E-03,       1.14329,   64.0071E-03,   64.6105E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11149,       8.49641,       1.46237,            0.,NA,NA,"",   155.516E-03,  -3.11973E-03,   13.6097E-03,  -2.32511E-03,  -1.56331E-03,   993.146E-03,   135.289E-03,  -42.8917E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11150,       8.33853,       2.49052,            0.,NA,NA,"",   149.793E-03,  -6.01287E-03,   13.9165E-03,  -2.88825E-03,  -2.30427E-03,       1.00365,   99.1541E-03,  -63.3482E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11151,       5.43132,       1.73748,            0.,NA,NA,"",   113.346E-03,  -5.67923E-03,   13.0333E-03,  -4.19758E-03,  -5.48908E-03,   905.234E-03,  -21.6787E-03,  -149.180E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11152,       8.15767,       8.52167,            0.,NA,NA,"",   118.656E-03,  -30.2560E-03,   14.5230E-03,  -4.33776E-03,   45.4128E-06,       1.01703,   1.46526E-03,  -910.445E-06
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11153,       4.09539,       1.33721,            0.,NA,NA,"",   99.6372E-03,  -4.20345E-03,   11.4041E-03,  -4.55376E-03,  -8.33332E-03,   771.127E-03,  -86.1024E-03,  -226.297E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11154,       8.24011,       7.53617,            0.,NA,NA,"",   124.133E-03,  -25.6467E-03,   14.5736E-03,  -4.31465E-03,  -245.992E-06,       1.02143,   4.44486E-03,  -8.78548E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11155,       1.25358,       4.55149,            0.,NA,NA,"",   21.5858E-03,  -41.1264E-03,   17.5143E-03,  -3.80496E-03,   3.27906E-03,       1.25972,   111.169E-03,   86.2630E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11156,       2.03576,       2.85352,            0.,NA,NA,"",   46.4165E-03,  -25.3744E-03,   20.8716E-03,  -8.00303E-03,  -1.21705E-03,       1.42041,  -133.591E-03,  -41.0250E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11157,       1.45644,       6.89817,            0.,NA,NA,"",   22.0516E-03,  -49.5297E-03,   15.2197E-03,  -4.02844E-03,   1.85994E-03,       1.07785,   41.2453E-03,   49.1115E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11158,       5.14082,       8.56205,            0.,NA,NA,"",   73.9748E-03,  -42.9211E-03,   14.7245E-03,  -4.53836E-03,   693.984E-06,       1.02797,  -9.38171E-03,   16.6977E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11159,       5.67348,       1.72434,            0.,NA,NA,"",   116.598E-03,  -5.56572E-03,   13.0696E-03,  -4.03562E-03,  -5.03620E-03,   911.828E-03,  -8.45039E-03,  -136.875E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11160,       2.10186,       8.54938,            0.,NA,NA,"",   29.5800E-03,  -54.5201E-03,   14.1853E-03,  -4.16850E-03,   1.37281E-03,   995.046E-03,   6.61090E-03,   35.8309E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11161,       6.46994,       8.52524,            0.,NA,NA,"",   93.8142E-03,  -37.2552E-03,   14.6932E-03,  -4.48336E-03,   208.875E-06,       1.02679,  -5.82359E-03,   3.54438E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11162,       1.49830,       2.94446,            0.,NA,NA,"",   33.9246E-03,  -31.6689E-03,   21.5263E-03,  -6.10159E-03,   1.14633E-03,       1.51531,   27.1204E-03,   23.3510E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11163,       1.59007,       7.06496,            0.,NA,NA,"",   23.9292E-03,  -49.8279E-03,   15.1393E-03,  -4.10334E-03,   1.86799E-03,       1.06995,   33.6236E-03,   49.2810E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11164,       8.37310,       4.59996,            0.,NA,NA,"",   140.222E-03,  -13.0244E-03,   14.4627E-03,  -3.79055E-03,  -1.83951E-03,       1.02482,   42.3756E-03,  -51.5355E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11165,       8.37090,       4.46213,            0.,NA,NA,"",   140.890E-03,  -12.5123E-03,   14.4398E-03,  -3.74191E-03,  -1.91415E-03,       1.02418,   45.5951E-03,  -53.5175E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11166,       8.36763,       4.40091,            0.,NA,NA,"",   141.152E-03,  -12.2938E-03,   14.4319E-03,  -3.72442E-03,  -1.94436E-03,       1.02397,   46.7605E-03,  -54.3193E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11167,       3.63858,       1.62397,            0.,NA,NA,"",   91.1744E-03,  -6.05289E-03,   12.8294E-03,  -5.98332E-03,  -10.1894E-03,   846.984E-03,  -162.386E-03,  -277.647E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11168,       8.31695,       4.01126,            0.,NA,NA,"",   142.387E-03,  -11.0140E-03,   14.3702E-03,  -3.60608E-03,  -2.18055E-03,       1.02194,   54.4548E-03,  -60.5806E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11169,       5.39691,       8.49821,            0.,NA,NA,"",   78.0047E-03,  -41.5663E-03,   14.7480E-03,  -4.54869E-03,   588.372E-06,       1.02954,  -9.62274E-03,   13.8270E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11170,       5.88396,       8.62220,            0.,NA,NA,"",   84.7631E-03,  -40.1081E-03,   14.6991E-03,  -4.50237E-03,   398.375E-06,       1.02682,  -7.16935E-03,   8.68020E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11171,       8.24848,       4.88053,            0.,NA,NA,"",   136.977E-03,  -14.5052E-03,   14.5466E-03,  -3.94312E-03,  -1.77074E-03,       1.02776,   32.5695E-03,  -49.7297E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11172,       8.29258,       8.37133,            0.,NA,NA,"",   121.267E-03,  -29.0371E-03,   14.5178E-03,  -4.32640E-03,   20.5041E-06,       1.01689,   2.22234E-03,  -1.58938E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11173,       8.14760,       2.28671,            0.,NA,NA,"",   147.944E-03,  -5.72387E-03,   13.8623E-03,  -2.93398E-03,  -2.42930E-03,   998.427E-03,   94.3796E-03,  -66.6192E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11174,       8.21809,       3.12738,            0.,NA,NA,"",   145.284E-03,  -8.20864E-03,   14.1514E-03,  -3.28381E-03,  -2.51202E-03,       1.01254,   74.1945E-03,  -69.2101E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11175,       6.95466,       8.38663,            0.,NA,NA,"",   101.543E-03,  -34.6458E-03,   14.6765E-03,  -4.45789E-03,   70.4413E-06,       1.02608,  -4.23448E-03,  -206.385E-06
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11176,       8.19825,       7.61400,            0.,NA,NA,"",   123.174E-03,  -26.1550E-03,   14.5778E-03,  -4.32353E-03,  -225.321E-06,       1.02155,   3.85633E-03,  -8.22604E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11177,       8.31001,       6.90085,            0.,NA,NA,"",   128.032E-03,  -22.6355E-03,   14.5886E-03,  -4.26673E-03,  -517.052E-06,       1.02366,   8.50845E-03,  -16.0963E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11178,       5.27649,       1.92177,            0.,NA,NA,"",   110.159E-03,  -6.53128E-03,   13.3794E-03,  -4.55607E-03,  -5.98067E-03,   923.483E-03,  -41.1648E-03,  -162.659E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11179,       5.05838,       1.90138,            0.,NA,NA,"",   107.360E-03,  -6.52325E-03,   13.3545E-03,  -4.70857E-03,  -6.37658E-03,   917.974E-03,  -53.3954E-03,  -173.438E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11180,       3.35610,       1.69143,            0.,NA,NA,"",   86.5932E-03,  -7.00066E-03,   13.5523E-03,  -6.74719E-03,  -10.9006E-03,   884.444E-03,  -203.942E-03,  -297.785E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11181,       3.13036,       1.73776,            0.,NA,NA,"",   82.8072E-03,  -7.96689E-03,   14.1748E-03,  -7.32888E-03,  -11.1872E-03,   918.486E-03,  -233.908E-03,  -306.426E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11182,       3.12724,       2.04172,            0.,NA,NA,"",   78.3288E-03,  -10.3038E-03,   15.9451E-03,  -7.99631E-03,  -9.91547E-03,       1.03956,  -244.698E-03,  -272.798E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11183,       3.16822,       1.90723,            0.,NA,NA,"",   80.8903E-03,  -9.09759E-03,   15.1423E-03,  -7.65433E-03,  -10.5032E-03,   985.601E-03,  -236.822E-03,  -288.239E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11184,       3.19173,       2.29950,            0.,NA,NA,"",   75.8922E-03,  -12.1138E-03,   16.9222E-03,  -8.21743E-03,  -8.50254E-03,       1.11007,  -239.619E-03,  -234.717E-03
E:/Wei/20200707-PINN/FE/Job-CH-Tension.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",         11185,       1.31949,       4.08023,            0.,NA,NA,"",   23.9100E-03,  -38.8780E-03,   18.4581E-03,  -4.14613E-03,   3.56068E-03,       1.32458,   106.572E-03,   93.0285E-03
