ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,          U-U1,          U-U2,         S-S11,         S-S22,         S-S12
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            22,   964.611E-03,       4.38002,            0.,NA,NA,"",   128.063E-03,  -129.358E-03,       1.11365,       1.07447,      -1.07879
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            23,   775.138E-03,       4.60920,            0.,NA,NA,"",   102.191E-03,  -136.060E-03,       2.16232,       1.38830,      -1.65403
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            24,   552.190E-03,       4.80565,            0.,NA,NA,"",   72.3270E-03,  -141.571E-03,       3.99464,       1.28013,      -2.06574
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            25,   382.377E-03,       4.90777,            0.,NA,NA,"",   50.4085E-03,  -144.482E-03,       5.54743,   981.276E-03,      -2.02554
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            26,   196.422E-03,       4.97583,            0.,NA,NA,"",   25.5947E-03,  -146.027E-03,       7.17227,   480.053E-03,      -1.17935
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            27,            2.,            0.,            0.,NA,NA,"",   282.578E-03,  -100.650E-39,  -9.75750E-03,      -2.06013,   9.26251E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            28,            0.,            5.,            0.,NA,NA,"",   423.881E-39,  -146.796E-03,       7.80430,   311.391E-03,  -338.227E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            29,       9.80000,            0.,            0.,NA,NA,"",   336.569E-03,   364.067E-39,       1.02122,       1.30633,  -1.07321E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            30,       9.60000,            0.,            0.,NA,NA,"",   334.732E-03,   403.470E-39,       1.01469,       1.21416,  -1.99743E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            31,       9.40000,            0.,            0.,NA,NA,"",   332.840E-03,   371.534E-39,       1.00471,       1.12831,  -2.46931E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            32,       9.20000,            0.,            0.,NA,NA,"",   330.910E-03,   299.417E-39,   992.385E-03,       1.04850,  -3.16352E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            33,       8.90000,            0.,            0.,NA,NA,"",   327.969E-03,   300.103E-39,   969.029E-03,   937.821E-03,  -4.51136E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            34,       8.70000,            0.,            0.,NA,NA,"",   325.993E-03,   244.983E-39,   950.257E-03,   868.124E-03,  -5.26767E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            35,           8.5,            0.,            0.,NA,NA,"",   324.011E-03,   223.046E-39,   930.411E-03,   804.203E-03,  -5.47107E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            36,       8.30000,            0.,            0.,NA,NA,"",   322.032E-03,   241.100E-39,   907.344E-03,   742.173E-03,  -5.20348E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            37,       8.10000,            0.,            0.,NA,NA,"",   320.076E-03,   215.238E-39,   883.152E-03,   684.549E-03,  -5.50919E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            38,       7.90000,            0.,            0.,NA,NA,"",   318.146E-03,   189.282E-39,   856.614E-03,   628.919E-03,  -6.88465E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            39,       7.70000,            0.,            0.,NA,NA,"",   316.247E-03,   171.885E-39,   828.659E-03,   575.306E-03,  -7.87064E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            40,           7.5,            0.,            0.,NA,NA,"",   314.382E-03,   148.232E-39,   798.905E-03,   522.587E-03,  -8.37118E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            41,       7.30000,            0.,            0.,NA,NA,"",   312.560E-03,   134.920E-39,   767.403E-03,   472.582E-03,  -7.90351E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            42,       7.10000,            0.,            0.,NA,NA,"",   310.788E-03,   123.911E-39,   734.835E-03,   424.282E-03,  -7.73947E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            43,       6.80000,            0.,            0.,NA,NA,"",   308.236E-03,   108.151E-39,   683.767E-03,   353.797E-03,  -8.15758E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            44,       6.60000,            0.,            0.,NA,NA,"",   306.611E-03,   94.4022E-39,   647.817E-03,   307.100E-03,  -8.60375E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            45,       6.40000,            0.,            0.,NA,NA,"",   305.053E-03,   76.6846E-39,   610.215E-03,   260.300E-03,  -9.65243E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            46,       6.20000,            0.,            0.,NA,NA,"",   303.568E-03,   64.7240E-39,   570.854E-03,   212.602E-03,  -10.6569E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            47,            6.,            0.,            0.,NA,NA,"",   302.149E-03,   48.3315E-39,   531.579E-03,   165.019E-03,  -10.9750E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            48,       5.80000,            0.,            0.,NA,NA,"",   300.805E-03,   32.3372E-39,   488.498E-03,   114.470E-03,  -10.9951E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            49,       5.60000,            0.,            0.,NA,NA,"",   299.538E-03,   17.6737E-39,   447.978E-03,   65.4320E-03,  -10.7635E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            50,       5.40000,            0.,            0.,NA,NA,"",   298.343E-03,   2.03064E-39,   404.194E-03,   11.7386E-03,  -10.1812E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            51,       5.20000,            0.,            0.,NA,NA,"",   297.232E-03,  -14.1539E-39,   361.466E-03,  -41.9167E-03,  -9.89081E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            52,       4.90000,            0.,            0.,NA,NA,"",   295.714E-03,  -40.1919E-39,   295.866E-03,  -130.237E-03,  -10.5767E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            53,       4.70000,            0.,            0.,NA,NA,"",   294.790E-03,  -60.9079E-39,   252.047E-03,  -195.804E-03,  -10.7667E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            54,           4.5,            0.,            0.,NA,NA,"",   293.933E-03,  -80.8108E-39,   208.636E-03,  -265.204E-03,  -10.6362E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            55,       4.30000,            0.,            0.,NA,NA,"",   293.138E-03,  -101.745E-39,   165.695E-03,  -342.399E-03,  -10.2471E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            56,       4.10000,            0.,            0.,NA,NA,"",   292.396E-03,  -127.214E-39,   124.059E-03,  -425.760E-03,  -9.66090E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            57,       3.90000,            0.,            0.,NA,NA,"",   291.697E-03,  -163.225E-39,   85.0724E-03,  -517.050E-03,  -9.73364E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            58,       3.70000,            0.,            0.,NA,NA,"",   291.015E-03,  -194.861E-39,   49.0718E-03,  -615.928E-03,  -8.73644E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            59,           3.5,            0.,            0.,NA,NA,"",   290.349E-03,  -222.752E-39,   14.9113E-03,  -731.482E-03,  -8.24955E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            60,       3.30000,            0.,            0.,NA,NA,"",   289.677E-03,  -260.030E-39,  -14.3603E-03,  -854.930E-03,  -6.24395E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            61,       3.10000,            0.,            0.,NA,NA,"",   288.959E-03,  -306.912E-39,  -37.2211E-03,  -996.125E-03,  -4.82757E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            62,       2.80000,            0.,            0.,NA,NA,"",   287.730E-03,  -395.428E-39,  -58.1020E-03,      -1.23844,  -2.19800E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            63,       2.60000,            0.,            0.,NA,NA,"",   286.765E-03,  -462.138E-39,  -62.3409E-03,      -1.42391,   474.549E-06
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            64,       2.40000,            0.,            0.,NA,NA,"",   285.623E-03,  -527.149E-39,  -54.0888E-03,      -1.63494,   3.29662E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            65,       2.20000,            0.,            0.,NA,NA,"",   284.248E-03,  -598.392E-39,  -33.9035E-03,      -1.86843,   6.57443E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            66,           10.,            0.,            0.,NA,NA,"",   338.338E-03,  -99.1996E-39,       1.02400,       1.37935,  -325.017E-06
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            67,           10.,       9.80000,            0.,NA,NA,"",   143.517E-03,   42.8530E-03,       1.00952,  -1.14547E-03,   23.6462E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            68,           10.,       9.60000,            0.,NA,NA,"",   148.025E-03,   43.7773E-03,       1.00962,  -4.04399E-03,   23.7808E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            69,           10.,       9.40000,            0.,NA,NA,"",   152.544E-03,   44.7133E-03,       1.00962,  -6.49828E-03,   23.5471E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            70,           10.,       9.20000,            0.,NA,NA,"",   157.090E-03,   45.6572E-03,       1.00965,  -7.12145E-03,   23.1866E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            71,           10.,            9.,            0.,NA,NA,"",   161.671E-03,   46.6026E-03,       1.00973,  -5.37775E-03,   22.6712E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            72,           10.,       8.80000,            0.,NA,NA,"",   166.294E-03,   47.5422E-03,       1.00982,  -970.909E-06,   21.9842E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            73,           10.,           8.5,            0.,NA,NA,"",   173.319E-03,   48.9260E-03,       1.00986,   9.71913E-03,   21.2440E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            74,           10.,       8.30000,            0.,NA,NA,"",   178.068E-03,   49.8202E-03,       1.00994,   20.1941E-03,   20.9710E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            75,           10.,       8.10000,            0.,NA,NA,"",   182.870E-03,   50.6794E-03,       1.01022,   33.3011E-03,   20.2992E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            76,           10.,       7.90000,            0.,NA,NA,"",   187.724E-03,   51.4969E-03,       1.01057,   49.5435E-03,   18.9845E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            77,           10.,       7.70000,            0.,NA,NA,"",   192.627E-03,   52.2692E-03,       1.01064,   67.6106E-03,   17.9979E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            78,           10.,           7.5,            0.,NA,NA,"",   197.579E-03,   52.9873E-03,       1.01076,   88.1671E-03,   17.1338E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            79,           10.,       7.30000,            0.,NA,NA,"",   202.580E-03,   53.6398E-03,       1.01137,   112.606E-03,   15.9786E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            80,           10.,       7.10000,            0.,NA,NA,"",   207.621E-03,   54.2223E-03,       1.01146,   138.162E-03,   14.7121E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            81,           10.,       6.90000,            0.,NA,NA,"",   212.697E-03,   54.7313E-03,       1.01152,   165.725E-03,   13.9053E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            82,           10.,       6.70000,            0.,NA,NA,"",   217.811E-03,   55.1562E-03,       1.01212,   196.659E-03,   13.3939E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            83,           10.,           6.5,            0.,NA,NA,"",   222.949E-03,   55.4884E-03,       1.01268,   229.080E-03,   11.8433E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            84,           10.,       6.30000,            0.,NA,NA,"",   228.105E-03,   55.7225E-03,       1.01318,   263.681E-03,   9.70564E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            85,           10.,            6.,            0.,NA,NA,"",   235.855E-03,   55.8820E-03,       1.01344,   318.137E-03,   7.82572E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            86,           10.,       5.80000,            0.,NA,NA,"",   241.026E-03,   55.8545E-03,       1.01396,   358.747E-03,   7.03461E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            87,           10.,       5.60000,            0.,NA,NA,"",   246.187E-03,   55.7030E-03,       1.01499,   400.091E-03,   5.09015E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            88,           10.,       5.40000,            0.,NA,NA,"",   251.324E-03,   55.4223E-03,       1.01483,   442.848E-03,   2.52106E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            89,           10.,       5.20000,            0.,NA,NA,"",   256.432E-03,   55.0227E-03,       1.01532,   485.380E-03,   1.49875E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            90,           10.,            5.,            0.,NA,NA,"",   261.501E-03,   54.4977E-03,       1.01580,   531.926E-03,   1.02315E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            91,           10.,       4.80000,            0.,NA,NA,"",   266.521E-03,   53.8277E-03,       1.01700,   579.322E-03,  -1.32285E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            92,           10.,       4.60000,            0.,NA,NA,"",   271.467E-03,   53.0137E-03,       1.01696,   625.893E-03,  -3.37930E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            93,           10.,       4.40000,            0.,NA,NA,"",   276.337E-03,   52.0641E-03,       1.01715,   673.183E-03,  -4.38411E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            94,           10.,       4.20000,            0.,NA,NA,"",   281.120E-03,   50.9769E-03,       1.01793,   723.043E-03,  -4.54217E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            95,           10.,            4.,            0.,NA,NA,"",   285.799E-03,   49.7402E-03,       1.01865,   771.096E-03,  -5.98462E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            96,           10.,       3.80000,            0.,NA,NA,"",   290.360E-03,   48.3559E-03,       1.01934,   818.702E-03,  -8.20277E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            97,           10.,           3.5,            0.,NA,NA,"",   296.949E-03,   46.0113E-03,       1.01953,   888.721E-03,  -9.50641E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            98,           10.,       3.30000,            0.,NA,NA,"",   301.158E-03,   44.2803E-03,       1.02009,   937.122E-03,  -9.50079E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",            99,           10.,       3.10000,            0.,NA,NA,"",   305.203E-03,   42.4028E-03,       1.02104,   982.699E-03,  -10.3088E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           100,           10.,       2.90000,            0.,NA,NA,"",   309.066E-03,   40.3764E-03,       1.02079,       1.02672,  -12.1814E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           101,           10.,       2.70000,            0.,NA,NA,"",   312.742E-03,   38.2296E-03,       1.02117,       1.06818,  -11.7387E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           102,           10.,           2.5,            0.,NA,NA,"",   316.211E-03,   35.9657E-03,       1.02151,       1.10985,  -10.7105E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           103,           10.,       2.30000,            0.,NA,NA,"",   319.472E-03,   33.5776E-03,       1.02253,       1.14890,  -11.3504E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           104,           10.,       2.10000,            0.,NA,NA,"",   322.499E-03,   31.0612E-03,       1.02228,       1.18485,  -11.6269E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           105,           10.,       1.90000,            0.,NA,NA,"",   325.291E-03,   28.4416E-03,       1.02259,       1.21830,  -11.0867E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           106,           10.,       1.70000,            0.,NA,NA,"",   327.832E-03,   25.7342E-03,       1.02285,       1.25147,  -9.74932E-03
E:/Wei/20200707-PINN/FE/Job-CH-ellip-1.odb,Step-1,Increment      1: Step Time =    1.000,"PART-1-1",           107,           10.,           1.5,            0.,NA,NA,"",   330.116E-03,   22.9292E-03,       1.02320,       1.27979,  -8.83460E-03
