,X,Y,U,V,Sig_x,Sig_y,Sig_xy
3675,0.6171939999999999,9.42101,0.187886,-0.0742804,0.8734790000000001,0.00556405,-0.014457399999999999
3676,5.60114,9.39888,0.252662,0.0024988,1.01152,-0.00457173,0.045825599999999994
3677,4.39176,9.39754,0.235725,-0.02255,0.957894,0.00078623,0.060708000000000005
3678,5.5934,-9.408439999999999,0.340291,0.11746500000000001,1.1898799999999998,-0.0023808,0.0288605
3679,4.40066,-9.40847,0.319278,0.12833,1.25616,-0.00683959,0.013973699999999999
3680,-9.409930000000001,0.600796,0.00502696,0.00234183,0.654562,0.14846700000000002,0.113641
3681,0.560635,-9.41323,0.249921,0.16941099999999998,1.15205,0.00625947,-0.08787110000000001
3682,-0.6123029999999999,-9.4207,0.231302,0.17438199999999998,1.07384,0.027949400000000003,-0.0310772
3683,-0.548589,9.38133,0.173007,-0.0783377,0.9304790000000001,0.00408788,-0.029544499999999998
3684,-9.410169999999999,-0.593199,0.00375296,0.00283724,0.48844,0.13961400000000002,0.14014300000000002
3685,9.41366,-4.40798,0.45774499999999996,0.068996,1.01619,0.30037800000000003,0.0532071
3686,9.412469999999999,-5.59748,0.443562,0.0700398,1.0158,0.196375,0.0450456
3687,9.410730000000001,0.593089,0.485867,0.0853206,1.00379,0.7227210000000001,0.01908
3688,-5.58135,9.42879,0.0935237,-0.0486956,1.30156,-0.00301778,-0.0528423
3689,-4.4083,9.40671,0.11461500000000001,-0.05948200000000001,1.2120600000000001,-0.00232941,-0.0681185
3690,-3.9186300000000003,0.183556,0.0726683,-0.016968599999999997,1.39513,0.0529946,0.159512
3691,0.943709,-1.02685,0.351654,0.09855180000000001,1.03826,-0.06456390000000001,-0.320604
3692,4.365530000000001,2.80448,0.406368,0.0336394,0.34807899999999997,-0.714147,-0.361555
3693,-0.5010720000000001,2.0385299999999997,0.12243699999999999,-0.0233366,0.00749167,-0.356825,0.203535
3694,-5.38243,-4.44574,0.0256144,0.0314942,0.152969,-0.44609899999999997,-0.0534947
3695,-2.89914,0.602815,0.102769,-0.0298209,1.92431,0.274634,-0.049222800000000004
3696,-1.46979,2.3132900000000003,0.12012300000000001,-0.025121900000000003,0.8548450000000001,0.767763,0.26674000000000003
3697,-0.364126,0.14811400000000002,0.2109,-0.00492379,2.8614,0.00878674,-0.710196
3698,-0.194216,0.969146,0.153901,-0.00657328,0.736294,-0.52252,-0.358394
3699,-0.5595640000000001,1.08643,0.143581,-0.0213421,0.786188,-0.00484256,-0.48899799999999993
3700,0.085605,3.0600400000000003,0.15999000000000002,-0.043259,0.731831,0.101863,0.5986060000000001
3701,4.7387,1.79415,0.43603500000000006,0.05140890000000001,-0.049160699999999995,-0.647367,-0.127141
3702,9.40188,0.197152,0.48716899999999996,0.0829417,1.0058200000000002,0.706661,0.0342332
3703,9.40174,-0.200932,0.487675,0.08069660000000001,1.0083799999999998,0.685359,0.0465852
3704,-9.41044,4.80371,0.00805784,-0.00130069,1.04555,0.254418,-0.057597699999999995
3705,-9.40754,5.20107,0.00834519,-0.00165267,1.07718,0.261972,-0.07283710000000002
3706,-4.83101,-9.42244,0.15123699999999998,0.09398780000000001,1.77163,-0.0123194,0.181773
3707,-5.21778,-9.4177,0.141084,0.08362330000000001,1.84231,-0.016156,0.159664
3708,9.40049,4.798830000000001,0.416051,0.10107100000000001,1.02443,0.29591,-0.0879447
3709,-9.40324,-5.19381,0.00539091,-0.000267325,0.690742,0.213694,-0.028089599999999996
3710,-9.40098,-4.79919,0.00461371,-0.000161509,0.58841,0.20466600000000001,-0.0215261
3711,9.40297,5.19285,0.40641,0.100814,1.0255299999999998,0.24010599999999999,-0.0776878
3712,4.79461,9.39372,0.24134099999999997,-0.0143796,0.9792200000000001,-0.00163882,0.0579811
3713,5.19594,9.39373,0.24697800000000003,-0.0060427,0.9972799999999999,-0.00346432,0.0527558
3714,4.8009,-9.39963,0.326548,0.124508,1.23622,-0.00551876,0.021256999999999998
3715,5.19655,-9.40065,0.33351,0.120921,1.21394,-0.00392034,0.026120499999999998
3716,-0.158632,9.42176,0.178008,-0.0776697,0.902855,0.00359711,-0.0241365
3717,0.226573,9.426219999999999,0.18293,-0.0763034,0.886019,0.00433267,-0.0195894
3718,-0.21839499999999998,-9.41729,0.237396,0.173879,1.09142,0.021164500000000003,-0.0593423
3719,0.168317,-9.42243,0.24349899999999997,0.172197,1.11608,0.013682299999999998,-0.0773041
3720,-9.40207,-0.197194,0.00423467,0.00278577,0.544024,0.140019,0.135429
3721,-9.40231,0.201233,0.00466936,0.00261269,0.60024,0.142872,0.12635
3722,9.405380000000001,-5.20177,0.448266,0.0695728,1.01596,0.229185,0.04863819999999999
3723,9.40597,-4.80385,0.45302700000000007,0.0692164,1.01611,0.263879,0.051357299999999995
